B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,OM [%]
1721.0,1717.0,1779.0,2150.0,2261.0,2633.0,2875.0,2505.0,3000.0,704.0,15.0,3109.0,2448.0,11.09
2740.0,3872.0,4191.0,4755.0,4504.0,4938.0,5264.0,5192.0,5455.0,1606.0,16.0,4735.0,3859.0,3.29
2165.0,2161.0,2439.0,2929.0,2966.0,3243.0,3370.0,3440.0,3682.0,1371.0,20.0,3954.0,3391.0,1.31
1867.0,2216.0,2652.0,3389.0,3103.0,3374.0,3573.0,3845.0,3702.0,1339.0,19.0,3833.0,3110.0,0.41
1844.0,2301.0,2791.0,3751.0,3555.0,3869.0,4061.0,4176.0,4112.0,1357.0,19.0,3993.0,3331.0,0.41
1844.0,2022.0,2402.0,3101.0,2980.0,3282.0,3483.0,3555.0,3623.0,1357.0,19.0,3630.0,2933.0,1.34
1458.0,1089.0,757.0,555.0,516.0,491.0,472.0,413.0,450.0,143.0,8.0,298.0,229.0,2.99
1440.0,1162.0,817.0,602.0,541.0,533.0,524.0,488.0,507.0,142.0,10.0,347.0,253.0,1.15
1843.0,2432.0,2571.0,2931.0,2394.0,2852.0,3170.0,3482.0,3326.0,731.0,16.0,3065.0,2161.0,1.57
1919.0,1836.0,1959.0,2536.0,2685.0,2998.0,3140.0,2894.0,3206.0,851.0,14.0,3046.0,2337.0,0.53
1440.0,1162.0,817.0,602.0,541.0,533.0,524.0,488.0,507.0,142.0,10.0,347.0,253.0,0.4
1944.0,1835.0,1929.0,2147.0,2187.0,2370.0,2578.0,2319.0,2576.0,570.0,14.0,2361.0,1829.0,0.81
1631.0,1310.0,1122.0,1057.0,1208.0,1177.0,1284.0,1075.0,1252.0,252.0,11.0,673.0,373.0,1.07
1583.0,1275.0,1065.0,698.0,620.0,354.0,288.0,253.0,214.0,80.0,11.0,60.0,34.0,2.82
1631.0,1310.0,1122.0,1057.0,1208.0,1177.0,1284.0,1075.0,1252.0,252.0,11.0,673.0,373.0,2.24
1954.0,2115.0,2326.0,2691.0,2795.0,2948.0,3131.0,2713.0,3193.0,838.0,17.0,3651.0,3324.0,2.49
1780.0,1713.0,1867.0,2380.0,2625.0,2945.0,3057.0,2751.0,3110.0,928.0,16.0,3203.0,2677.0,1.81
1594.0,1664.0,1747.0,1972.0,1964.0,2146.0,2339.0,2270.0,2487.0,714.0,15.0,2860.0,2087.0,0.76
1800.0,1698.0,1788.0,2175.0,2129.0,2365.0,2610.0,2523.0,2754.0,875.0,17.0,3201.0,2356.0,1.98
1752.0,1761.0,1896.0,2127.0,2180.0,2417.0,2579.0,2509.0,2583.0,890.0,16.0,2187.0,1760.0,2.61
1773.0,2152.0,2557.0,3581.0,3530.0,3791.0,4086.0,4353.0,4367.0,1560.0,20.0,4855.0,3641.0,2.43
1581.0,1642.0,1778.0,1988.0,2019.0,2310.0,2411.0,2288.0,2455.0,914.0,15.0,2830.0,2385.0,4.47
1536.0,1527.0,1671.0,2186.0,1842.0,2057.0,2135.0,2393.0,2310.0,933.0,15.0,2858.0,2544.0,1.03
1645.0,1527.0,1724.0,2295.0,2479.0,2803.0,2969.0,2784.0,3005.0,1179.0,19.0,2907.0,2289.0,8.27
1181.0,910.0,738.0,520.0,485.0,469.0,478.0,416.0,439.0,162.0,8.0,360.0,249.0,2.41
1805.0,1720.0,2072.0,2525.0,2693.0,2933.0,3151.0,2968.0,3240.0,1063.0,17.0,3733.0,2799.0,42.35
10246.0,12170.0,11950.0,12279.0,11794.0,11212.0,10812.0,10509.0,10392.0,3712.0,11.0,260.0,202.0,10.17
10636.0,12343.0,12178.0,12755.0,11956.0,11819.0,10986.0,10943.0,10496.0,3907.0,13.0,269.0,216.0,12.83
10636.0,11759.0,11446.0,12030.0,11956.0,11819.0,10986.0,10318.0,10496.0,3907.0,13.0,269.0,216.0,13.19
3554.0,2165.0,2089.0,2654.0,3278.0,3641.0,3478.0,2974.0,3662.0,1541.0,12.0,1334.0,952.0,16.87
2906.0,2732.0,2596.0,3188.0,3245.0,3384.0,3236.0,3186.0,3244.0,1070.0,11.0,900.0,622.0,11.75
3506.0,4063.0,3649.0,3462.0,3702.0,3577.0,3486.0,2975.0,3156.0,824.0,7.0,107.0,92.0,20.49
6717.0,8634.0,8676.0,9036.0,8966.0,9338.0,8812.0,8483.0,8431.0,2473.0,9.0,482.0,364.0,13.38
7682.0,7757.0,7577.0,7707.0,7508.0,7421.0,7185.0,6625.0,6603.0,2280.0,9.0,194.0,145.0,10.68
7682.0,7638.0,7346.0,7596.0,7277.0,7209.0,6969.0,6468.0,6580.0,2280.0,9.0,191.0,142.0,18.23
1515.0,1878.0,1885.0,2031.0,2252.0,2475.0,2588.0,2338.0,2684.0,740.0,12.0,2855.0,2494.0,10.01
1635.0,1321.0,1098.0,808.0,809.0,770.0,726.0,558.0,702.0,232.0,10.0,589.0,516.0,4.59
1695.0,1610.0,1667.0,1227.0,1040.0,742.0,781.0,675.0,701.0,180.0,11.0,493.0,398.0,2.55
1734.0,1897.0,1996.0,2274.0,2453.0,2687.0,2936.0,2748.0,3133.0,707.0,14.0,3349.0,2523.0,3.49
1217.0,902.0,686.0,384.0,338.0,269.0,264.0,217.0,227.0,98.0,10.0,98.0,60.0,5.45
1603.0,1573.0,1695.0,2085.0,2246.0,2439.0,2672.0,2547.0,2944.0,833.0,18.0,3766.0,2724.0,0.88
1797.0,1823.0,2311.0,2942.0,3038.0,3361.0,3761.0,3494.0,3918.0,1090.0,19.0,4324.0,3580.0,1.27
1248.0,1087.0,1302.0,1920.0,2049.0,2247.0,2421.0,2327.0,2572.0,923.0,16.0,3800.0,3206.0,1.2
1659.0,1736.0,2106.0,2944.0,2998.0,3310.0,3609.0,3591.0,3825.0,1196.0,16.0,4856.0,4129.0,2.03
2172.0,2200.0,2335.0,2780.0,2779.0,2945.0,3188.0,3106.0,3396.0,986.0,17.0,3994.0,3079.0,0.81
2172.0,2105.0,2234.0,2618.0,2779.0,2945.0,3188.0,2950.0,3396.0,986.0,17.0,3994.0,3079.0,1.01
2324.0,1919.0,2018.0,2381.0,2469.0,2589.0,2797.0,2665.0,2956.0,1049.0,17.0,3584.0,2766.0,0.53
1505.0,1471.0,1604.0,2115.0,2297.0,2496.0,2610.0,2445.0,2665.0,1211.0,17.0,2718.0,2347.0,1.03
1505.0,1471.0,1604.0,2115.0,2297.0,2496.0,2610.0,2445.0,2665.0,1211.0,17.0,2718.0,2347.0,1.03
2055.0,1892.0,1823.0,1953.0,2004.0,2115.0,2242.0,2243.0,2342.0,1340.0,32.0,2784.0,2476.0,6.3
2195.0,1688.0,1199.0,804.0,737.0,792.0,780.0,690.0,672.0,176.0,6.0,57.0,22.0,11.64
6072.0,5651.0,5102.0,5026.0,5028.0,4937.0,4677.0,4264.0,4432.0,1877.0,11.0,90.0,66.0,5.44
1723.0,2619.0,2906.0,3492.0,3185.0,3618.0,4027.0,3924.0,4162.0,792.0,14.0,4214.0,3222.0,1.03
1117.0,874.0,632.0,262.0,221.0,200.0,189.0,155.0,154.0,68.0,7.0,47.0,31.0,16.75
2206.0,2302.0,2326.0,2638.0,2565.0,3098.0,3385.0,3083.0,3523.0,1268.0,17.0,3443.0,2853.0,1.27
1903.0,1683.0,1692.0,2183.0,2470.0,2775.0,2817.0,2509.0,3020.0,1238.0,18.0,3764.0,3418.0,0.95
2628.0,2910.0,2905.0,3110.0,2949.0,3177.0,3358.0,2904.0,3360.0,1347.0,17.0,3746.0,3319.0,1.62
1751.0,1923.0,1920.0,2138.0,1944.0,1991.0,2185.0,2234.0,2052.0,647.0,14.0,2389.0,1818.0,2.37
1648.0,1696.0,1644.0,1779.0,1659.0,1873.0,1999.0,1981.0,1971.0,673.0,15.0,2129.0,1695.0,0.58
1751.0,1465.0,1424.0,1652.0,1494.0,1483.0,2022.0,1775.0,1370.0,647.0,14.0,1972.0,1444.0,1.29
2206.0,2357.0,2489.0,2892.0,2963.0,3232.0,3514.0,3337.0,3622.0,1268.0,17.0,3606.0,2833.0,2.55
1751.0,1224.0,1075.0,1183.0,1392.0,2017.0,1702.0,1212.0,2012.0,647.0,14.0,1754.0,1316.0,1.46
1887.0,1676.0,1713.0,1929.0,1969.0,2134.0,2279.0,2146.0,2394.0,628.0,15.0,2230.0,1659.0,1.22
2088.0,2023.0,1753.0,1737.0,1684.0,1788.0,1842.0,1708.0,1778.0,645.0,14.0,1431.0,1077.0,1.46
1670.0,1421.0,1255.0,1342.0,1325.0,1481.0,1545.0,1396.0,1539.0,605.0,14.0,1327.0,1072.0,1.32
1751.0,1224.0,1075.0,1183.0,1392.0,2017.0,1702.0,1212.0,2012.0,647.0,14.0,1754.0,1316.0,0.65
2040.0,1687.0,1839.0,2351.0,2510.0,2670.0,2940.0,2768.0,3178.0,1384.0,20.0,4342.0,3513.0,2.77
1366.0,1398.0,1352.0,1426.0,1434.0,1601.0,1699.0,1610.0,1736.0,758.0,11.0,1650.0,1221.0,4.21
2387.0,2868.0,3258.0,3820.0,3932.0,4060.0,4376.0,4259.0,4519.0,1533.0,23.0,5121.0,4210.0,0.71
1972.0,2106.0,2505.0,3193.0,3417.0,3769.0,3966.0,3826.0,4043.0,1515.0,19.0,4097.0,3337.0,0.36
1734.0,1813.0,2202.0,2908.0,3070.0,3462.0,3657.0,3492.0,3651.0,1538.0,22.0,3895.0,3064.0,1.5
1524.0,1441.0,1707.0,2386.0,2273.0,2450.0,2503.0,2665.0,2578.0,1155.0,19.0,2652.0,2108.0,1.34
2232.0,2590.0,3105.0,3706.0,3797.0,4188.0,4688.0,4450.0,4801.0,1500.0,18.0,5021.0,3235.0,0.88
1949.0,2553.0,2928.0,3641.0,3807.0,3313.0,3684.0,3611.0,3940.0,753.0,13.0,3487.0,2723.0,1.36
1794.0,1578.0,1587.0,2063.0,2161.0,2311.0,2562.0,2315.0,2476.0,958.0,13.0,2861.0,2337.0,2.34
1917.0,1427.0,1455.0,2097.0,2083.0,2391.0,2559.0,2402.0,2636.0,817.0,16.0,3409.0,3023.0,1.39
1861.0,2117.0,2051.0,2269.0,2391.0,2469.0,2599.0,2358.0,2746.0,741.0,13.0,2668.0,2233.0,1.19
1569.0,1343.0,1422.0,2028.0,2147.0,2292.0,2537.0,2435.0,2394.0,1173.0,51.0,2875.0,2962.0,1.39
1887.0,1610.0,1648.0,2239.0,2340.0,2828.0,3009.0,2520.0,2915.0,829.0,14.0,3171.0,2649.0,3.96
1783.0,1765.0,1960.0,2676.0,2989.0,3259.0,3510.0,3250.0,3773.0,976.0,18.0,4227.0,3468.0,1.41
1878.0,1602.0,1409.0,1354.0,1791.0,1923.0,2019.0,1347.0,1916.0,520.0,13.0,2725.0,1827.0,0.89
1694.0,1872.0,2174.0,2524.0,2461.0,2920.0,3139.0,3082.0,3420.0,981.0,17.0,3294.0,2477.0,1.14
1460.0,1328.0,1483.0,1424.0,1198.0,719.0,763.0,617.0,540.0,93.0,8.0,153.0,98.0,1.27
2195.0,3320.0,3607.0,3807.0,3547.0,3706.0,3775.0,3801.0,3860.0,836.0,13.0,3819.0,3803.0,0.15
1889.0,1896.0,2153.0,3013.0,3412.0,3694.0,4022.0,3544.0,4165.0,1036.0,18.0,4523.0,3687.0,1.63
1717.0,1960.0,2344.0,2845.0,2942.0,3237.0,3579.0,3428.0,3723.0,1091.0,17.0,4278.0,3419.0,3.68
4239.0,3703.0,3792.0,4161.0,5389.0,5470.0,5504.0,4234.0,5292.0,2455.0,32.0,1356.0,1226.0,13.85
1344.0,1575.0,1861.0,2542.0,2528.0,2748.0,3043.0,3030.0,3250.0,806.0,15.0,4047.0,3049.0,1.55
