,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,Ca [mg/kg]
156,38.722,-3.8956,0.1467072375570528,1428.0,1397.0,1480.0,1963.0,2201.0,2413.0,2751.0,2638.0,2938.0,1133.0,18.0,3146.0,2075.0,-623742454.7283698,1231454005.9347184,4608778625.954202,6025316455.696202,5824175824.17581,7990543735.224586,-2260000000.0000024,9404388714.733553,-22450248756.218903,-2602707749.7665725,13022481265.612,-1819262782.4019027,3.732789659281866e+16,5.010867388752944e+16,1.3516582344866426e+16,-5092167886592213.0,5.95156019518893e+16,-2.4232963913060493e+17,2.3328777429467136e+17,-9.985779771458461e+17,2.4685996276682003e+17,3.647336371470254e+16,-6.178910927566158e+16,1.0,0.8616358360359212,0.785761664200956,0.8567569665948656,0.9002580893450954,0.9329383817831637,1.0,0.9207153081797297,1.0,0.3827279413581979,0.005845492727083214,1.0,5600.0
157,38.8006,-3.4334,0.1703665462054723,1259.0,1073.0,1160.0,1607.0,1766.0,2112.0,2325.0,2267.0,2449.0,1090.0,20.0,3173.0,2520.0,-3742454728.370219,1290801186.9436204,4265267175.5725217,4025316455.6962023,9505494505.494482,5035460992.907802,-1160000000.0000012,5705329153.605022,-16902985074.626865,-2497665732.95985,13126561199.000841,-1109223713.2665195,1.0127275483528848e+17,4.413154285799558e+16,-2289606105690072.0,1.3873868480501973e+17,-1.2280311847765576e+17,-1.4646479888670928e+17,1.3730658307210062e+17,-7.087245839571133e+17,1.7917063857794794e+17,3.64711179550903e+16,-5.926638181626715e+16,1.0,0.7584227151497165,0.7133917826747761,0.8221979317056382,0.8497227725209572,0.9633208058519337,1.0,0.9443070937225833,1.0,0.4313899219375574,0.006800830373216677,1.0,3660.0
158,38.7006,-3.0167,0.0767473732297853,1284.0,1198.0,1286.0,2021.0,2150.0,2264.0,2426.0,2357.0,2585.0,936.0,17.0,3219.0,2605.0,-1730382293.7625744,1305637982.195846,7013358778.625958,3265822784.8101263,3131868131.8681245,3829787234.042553,-1380000000.0000014,7147335423.197501,-20509950248.756218,-2145191409.8972917,13330557868.442974,-1042976048.9213521,6.108692708165833e+16,8.468428481350318e+16,-3.575893123870071e+16,-3391257036506375.0,1.917360170808865e+16,-1.231628187716916e+17,1.7054670846395024e+17,-8.669995508449453e+17,2.284173984932702e+17,3.612453146204543e+16,-5.983985810726202e+16,1.0,0.825703248462141,0.7667529311033375,0.9960062205639719,0.994569966126556,0.9912592562077098,1.0,0.9341795417524441,1.0,0.3528007558204546,0.0056372031857347986,1.0,2960.0
159,38.8173,-2.9833,0.0752737226277372,1395.0,1249.0,1354.0,2027.0,2133.0,2307.0,2476.0,2357.0,2589.0,977.0,19.0,3095.0,2635.0,-2937625754.527161,1557863501.48368,6421755725.190844,2683544303.797468,4780219780.219769,3995271867.612293,-2380000000.000003,7272727272.727282,-20049751243.781094,-2236227824.463118,12805995004.163206,-781382707.6609479,9.045250012094243e+16,7.216457305203509e+16,-3.566995631100551e+16,5.3080391808159496e+16,-2.156450309361192e+16,-1.5071564698847034e+17,1.930545454545459e+17,-8.565040287306711e+17,2.2156123655868125e+17,3.511256495944519e+16,-5.656693468702816e+16,1.0,0.8042652185338981,0.7661839465472794,0.9650983727870708,0.9582839341311093,0.9852446370761613,1.0,0.9261345536053549,1.0,0.3696115561463093,0.006478608119460962,1.0,3000.0
160,38.7673,-2.8667,0.099978406391708,1350.0,1286.0,1465.0,2084.0,2257.0,2476.0,2637.0,2547.0,2865.0,1160.0,19.0,3776.0,2989.0,-1287726358.1488926,2655786350.148369,5906488549.618324,4379746835.443038,6016483516.483502,3806146572.1040187,-1800000000.000002,9968652037.617567,-21206467661.69154,-2663398692.8104568,15641132389.675282,-1336843893.3242738,7.934633215889858e+16,4.8230002959494904e+16,-1.4568146127626786e+16,4.143637167191049e+16,-6.072354242800765e+16,-1.3253301588898395e+17,2.3537304075235165e+17,-9.772764796021674e+17,2.3063518618011296e+17,4.2727663591236536e+16,-7.06826656244778e+16,1.0,0.8361107239950227,0.817008221956252,0.9517242916568811,0.964865990712417,0.9996248828946124,1.0,0.9174430433526278,1.0,0.3915229098402283,0.005453740393679501,1.0,4860.0
161,38.634,-3.6,0.1372854914196568,1312.0,1105.0,1190.0,1659.0,1807.0,2077.0,2283.0,2187.0,2347.0,977.0,20.0,3300.0,2375.0,-4164989939.6378245,1261127596.4391694,4475190839.694659,3746835443.0379744,7417582417.582399,4869976359.338061,-1920000000.0000021,5015673981.191229,-17039800995.024874,-2233893557.422969,13655287260.616163,-1571258705.6225584,1.0917741521281672e+17,4.768639826788562e+16,-6949956074968372.0,9.293030315302341e+16,-6.998917742429483e+16,-1.605195356817509e+17,1.3871347962382477e+17,-6.913941998813834e+17,1.8415307758211325e+17,3.70895910785227e+16,-6.339111559633111e+16,1.0,0.7600270511915891,0.7228218268013037,0.8527222004844968,0.8779054801318686,0.9605816080231173,1.0,0.9329413926426642,0.9847923758620811,0.39368952666333595,0.006653356750202367,1.0,3340.0
162,38.6006,-3.4667,0.0910433070866141,1274.0,1128.0,1250.0,1847.0,1976.0,2145.0,2294.0,2217.0,2366.0,928.0,20.0,3332.0,2618.0,-2937625754.527161,1810089020.771514,5696564885.496187,3265822784.8101263,4642857142.857132,3522458628.8416076,-1540000000.0000017,4670846394.984332,-17885572139.303482,-2119514472.4556484,13788509575.353882,-1212841854.9346018,9.552746026757893e+16,5.766284665763612e+16,-2.3194104014179984e+16,3.486162931764571e+16,-3.0780178956470376e+16,-1.1967987302226026e+17,1.2421692789968682e+17,-7.070977596955437e+17,1.9609524461253523e+17,3.713357620870571e+16,-6.2453586304281816e+16,1.0,0.7926602138016047,0.7691376648320136,0.952305202316345,0.9601697576592828,0.9897849977355472,1.0,0.9408170523915256,0.987349987203033,0.3716827536740463,0.006596456887323402,1.0,4560.0
163,38.6006,-3.4834,0.1652283729741107,1301.0,1114.0,1245.0,1983.0,2260.0,2722.0,2968.0,2768.0,3067.0,1211.0,18.0,3629.0,2737.0,-3762575452.7162957,1943620178.0415435,7041984732.824432,7012658227.848101,12692307692.307661,5815602836.879433,-4000000000.0000043,9373040752.351109,-23084577114.42786,-2784780578.8982253,15033305578.68444,-1515202989.638186,1.148127893512643e+17,7.564339102051765e+16,-279833062751256.97,1.4378859403695088e+17,-1.8892046306121462e+17,-2.3204734838958477e+17,2.6746081504702253e+17,-1.0174801839115676e+18,2.5248503153643824e+17,4.159217123618735e+16,-6.889470677902846e+16,1.0,0.7212202086347368,0.6640121829933017,0.8301785598663873,0.8752050587555179,0.985993756328531,1.0,0.9140020610476508,1.0,0.3872316721566954,0.005219252343843817,1.0,2960.0
164,38.584,-3.2833,0.0860838537020517,1306.0,1304.0,1499.0,2049.0,2080.0,2301.0,2477.0,2435.0,2643.0,1021.0,18.0,3348.0,2649.0,-40241448.692152895,2893175074.183977,5248091603.053438,784810126.5822784,6071428571.428556,4160756501.182033,-840000000.000001,6520376175.548597,-20174129353.23383,-2341269841.2698407,13863447127.393848,-1187361984.0326142,5.902246524901667e+16,3.4939414374917828e+16,-4.25885637067859e+16,1.3383844164167792e+17,-5.2490990940838424e+16,-1.1822119388137195e+17,1.4720752351097213e+17,-8.368183551342463e+17,2.2180173522343267e+17,3.7826136714901224e+16,-6.265948839061812e+16,1.0,0.8827975754091659,0.8770248550348041,0.9898431213517317,0.9428712330227785,0.9869789722313588,1.0,0.9444049547678772,1.0,0.37555032709011343,0.005765700114313279,1.0,2700.0
165,39.309,-3.2333,0.1011206328279499,1888.0,2118.0,2465.0,3409.0,3606.0,3880.0,4203.0,4176.0,4619.0,1579.0,23.0,5243.0,3571.0,4627766599.597583,5148367952.522257,9007633587.786264,4987341772.151898,7527472527.472509,7635933806.146572,-540000000.0000006,13887147335.423214,-37810945273.631836,-3632119514.4724545,21731890091.590355,-2840156276.5415325,1.0474876316391826e+16,5.725913405436214e+16,-3.836156312628214e+16,6.430710772963572e+16,2979705458078639.0,-1.93284487142945e+17,2.885429467084646e+17,-1.620629862352825e+18,4.251097731238729e+17,5.920637162946499e+16,-1.0229827796890885e+17,1.0,0.9503444507825336,0.9161338721323263,1.0,0.9814011661802211,0.9900856720214919,1.0,0.9369597811880096,1.0,0.33696244738233844,0.004560879708895836,1.0,3760.0
166,38.8173,-3.3333,0.1471502590673575,1329.0,1138.0,1150.0,1646.0,1702.0,1959.0,2197.0,2214.0,2432.0,1000.0,18.0,3288.0,2281.0,-3843058350.1006017,178041543.02670628,4732824427.480919,1417721518.9873416,7060439560.439544,5626477541.371159,340000000.00000036,6833855799.373049,-17810945273.63184,-2292250233.4267035,13613655287.260626,-1710548666.553423,8.090744251765203e+16,6.757838107498833e+16,-3.1632661340587588e+16,1.4285362130258738e+17,-3.939456096341708e+16,-1.2497582840120942e+17,1.2987711598746112e+17,-7.725642969594019e+17,1.9301859502742704e+17,3.7128631000670696e+16,-6.379768507000025e+16,1.0,0.7800381088758662,0.7033340468606273,0.8622361371495333,0.8458266277043419,0.9295933910214126,0.9905613256346394,0.9426806063413418,1.0,0.39621445390327836,0.00597314927184466,1.0,2760.0
167,38.8006,-3.4084,0.1996907017204716,1335.0,1207.0,1380.0,2070.0,2319.0,2875.0,3123.0,3103.0,3313.0,1216.0,21.0,3823.0,3026.0,-2575452716.2977853,2566765578.6350155,6583969465.648859,6303797468.35443,15274725274.725239,5862884160.756501,-400000000.0000004,6583072100.313488,-26082089552.238804,-2789449112.978524,15828476269.775198,-1353830473.9255989,1.0346515683969411e+17,5.960243155806891e+16,-2673396920748368.5,2.271120963638179e+17,-2.5856706357056912e+17,-1.480587272046454e+17,1.3966144200626992e+17,-1.0239862587007e+18,2.897094581997547e+17,4.3459209576922776e+16,-7.153333365404167e+16,1.0,0.7561298448637872,0.7074647694338464,0.8274737840928446,0.8559557255691155,0.9911683721407372,1.0,0.9580131765795101,1.0,0.3610724690884742,0.005738573656703485,1.0,2400.0
168,38.584,-4.9001,0.1122100954979536,1696.0,1731.0,1894.0,2603.0,2739.0,3026.0,3266.0,3261.0,3632.0,1256.0,20.0,4189.0,2973.0,704225352.1126757,2418397626.1127605,6765267175.572523,3443037974.683544,7884615384.615366,5673758865.248227,-100000000.0000001,11630094043.887161,-29552238805.970146,-2885154061.624649,17356369691.92341,-2065568201.1211145,3.4490387806842736e+16,6.44936134934683e+16,-3.1700660313826156e+16,1.1244499771979294e+17,-6.073781646613004e+16,-1.3649548144794862e+17,2.346018808777435e+17,-1.2909822209986632e+18,3.316801585117599e+17,4.724912174030825e+16,-8.085736008761254e+16,1.0,0.8990201555009126,0.8468333805294005,0.956860549900637,0.9436048709511555,0.9854331225877468,1.0,0.934533044725168,1.0,0.34021435648283627,0.0049870669175159105,1.0,2340.0
169,38.4006,-4.8834,0.1799097508338238,1518.0,1464.0,1593.0,2090.0,2369.0,2695.0,3011.0,3007.0,3431.0,1354.0,23.0,4397.0,2846.0,-1086519114.6881282,1913946587.5370924,4742366412.213743,7063291139.240506,8956043956.043934,7470449172.576832,-80000000.00000009,13291536050.156755,-25833333333.333332,-3106909430.4388413,18209825145.711918,-2634618651.2655005,6.037154330433036e+16,4.196468582606308e+16,2.214622831132409e+16,4.791779283046652e+16,-4.081304350184337e+16,-1.7849761637297475e+17,2.674307210031354e+17,-1.2264849336517284e+18,2.8266696396634934e+17,4.975895092472165e+16,-8.677953287667541e+16,1.0,0.8397871823601846,0.777515089781118,0.8280797118968366,0.8764426589583416,0.9396858960937707,0.984072813095155,0.914985269212629,1.0,0.38306009166282845,0.005627311462200061,1.0,4420.0
170,38.3506,-4.9334,0.1063583815028901,1463.0,1423.0,1384.0,1546.0,1625.0,1841.0,1981.0,1914.0,2193.0,884.0,19.0,2687.0,1907.0,-804828973.8430579,-578635014.8367954,1545801526.7175581,1999999999.9999998,5934065934.06592,3309692671.3947988,-1340000000.0000014,8746081504.702206,-16281094527.363182,-2019140989.7292244,11107410491.257294,-1324953286.9033465,4551186297912722.0,3.1519829993388044e+16,4333954897733224.5,9.959660592571949e+16,-7.209816655689875e+16,-1.0992181256252482e+17,2.0172163009404438e+17,-7.845509727920193e+17,1.773874818113676e+17,3.0640876472891028e+16,-5.175838375587281e+16,1.0,0.9186726574846215,0.8309485835909678,0.8370985394669819,0.8484820739215647,0.9306667625002994,0.9657174476323817,0.8953055946900712,1.0,0.3935837823385076,0.0075141076301536245,1.0,2000.0
171,38.4409,-4.807,0.1538461538461538,1683.0,1653.0,1836.0,2431.0,2758.0,3079.0,3475.0,3315.0,3761.0,1364.0,24.0,4451.0,3350.0,-603621730.3822935,2715133531.157271,5677480916.030538,8278481012.658227,8818681318.681297,9361702127.659575,-3200000000.0000033,13981191222.570549,-29813432835.820892,-3127917833.800186,18430474604.496265,-1870222524.2058775,6.677575978952842e+16,4.3951741615330376e+16,2.481870321209629e+16,1.3675957114508108e+16,1.4918154092809778e+16,-2.9696695337256685e+17,3.4362382445141146e+17,-1.3728722275357834e+18,3.319093905723968e+17,5.0323044907321304e+16,-8.451580819609558e+16,1.0,0.8499277421582591,0.7982593388274442,0.8523246268606711,0.9012109812569377,0.9467671278380038,1.0,0.9083179297597043,1.0,0.3556652561475944,0.005674133168521691,1.0,560.0
172,38.3979,-4.8168,0.1438367346938775,1725.0,1737.0,1926.0,2622.0,2909.0,3235.0,3549.0,3503.0,3993.0,1434.0,24.0,4921.0,3350.0,241448692.15291736,2804154302.670624,6641221374.045806,7265822784.810126,8956043956.043934,7423167848.699763,-920000000.0000011,15360501567.398138,-31828358208.955223,-3291316526.6106434,20387177352.20651,-2668591812.46815,5.156349316937032e+16,5.692977850705019e+16,5959937125613748.0,4.279040939832424e+16,-4.211198097099359e+16,-1.9723801060755942e+17,3.2561003134796314e+17,-1.4792746011396058e+18,3.5493832938239526e+17,5.5271927821702024e+16,-9.598571675551488e+16,1.0,0.8719406530223051,0.8180625742803861,0.8986896890496835,0.9294315316142002,0.9727864631209486,0.998920293833749,0.9166422355398733,1.0,0.3503872715845359,0.005190989786259783,1.0,680.0
173,38.3451,-4.7376,0.1940604198668714,1390.0,1383.0,1434.0,1574.0,1734.0,2410.0,2831.0,2332.0,3203.0,1135.0,20.0,2796.0,1716.0,-140845070.42253512,756676557.8635017,1335877862.5954206,4050632911.3924046,18571428571.428528,9952718676.12293,-9980000000.000011,27304075235.109753,-25721393034.82587,-2602707749.7665725,11557035803.497093,-1834550704.943095,1.8058785277385036e+16,8593491168129363.0,2.5904151228978868e+16,3.676150800009145e+17,-2.3677774437652682e+17,-4.7122266373813094e+17,7.456815047021961e+17,-1.6622403846374822e+18,2.8754583687884698e+17,3.305262267335122e+16,-5.5751817270775176e+16,1.0,0.862476708181238,0.7574933128447081,0.6716940812209957,0.6900040000067893,0.9028209181179723,0.992935977312812,0.7606122993005346,1.0,0.35925550691659236,0.006834049479065682,1.0,700.0
174,37.7784,-5.0987,0.1646586345381526,1605.0,1534.0,1615.0,2080.0,2255.0,2622.0,2939.0,2900.0,3390.0,1025.0,20.0,4130.0,2739.0,-1428571428.5714278,1201780415.4302673,4437022900.763362,4430379746.835443,10082417582.417559,7494089834.515367,-780000000.0000008,15360501567.398138,-29415422885.572136,-2345938375.3501396,17110741049.12574,-2362833361.644301,5.292458438635198e+16,4.800063034618836e+16,-63388873358009.47,1.4308956545777509e+17,-7.110790516214796e+16,-1.9560496062684083e+17,3.2281003134796314e+17,-1.4036339953909194e+18,3.366851307241542e+17,4.54170854913069e+16,-8.10723331006247e+16,1.0,0.8450747985214572,0.768931784706321,0.8177368859648511,0.8318930963914086,0.915294532225203,0.9656408477652981,0.8909185349711732,1.0,0.29543724596956983,0.005137840227574081,1.0,4780.0
175,37.8034,-5.0765,0.1594881398252184,1682.0,1798.0,2020.0,2693.0,2734.0,3293.0,3608.0,3715.0,4069.0,1182.0,21.0,3840.0,2510.0,2334004024.144868,3293768545.994066,6421755725.190844,1037974683.5443038,15357142857.14282,7446808510.638298,2140000000.0000024,11097178683.385593,-35907960199.004974,-2710084033.613445,15899250624.47961,-2259215219.9762187,1.9311157381271584e+16,4.640930532932906e+16,-5.1371956504260904e+16,3.6251058667338016e+17,-2.1731687765122262e+17,-1.2545646597253654e+17,1.7914357366771203e+17,-1.4735153254667907e+18,4.1290890752974534e+17,4.343915653149638e+16,-7.559727662138152e+16,1.0,0.9157336114329114,0.8613550843874768,0.9164138552907686,0.864555484002579,0.9775999881286056,1.0,0.9551501639327794,1.0,0.29225462746892034,0.0053661242908879464,1.0,1820.0
176,37.8173,-4.7834,0.1590826356024754,1674.0,1641.0,1770.0,2310.0,2625.0,2919.0,3258.0,3184.0,3619.0,1144.0,19.0,4254.0,2867.0,-663983903.4205228,1913946587.5370924,5152671755.725194,7974683544.303797,8076923076.923058,8014184397.16312,-1480000000.0000017,13636363636.363653,-30783582089.55224,-2626050420.1680665,17631140716.069954,-2356038729.403771,5.1869828791903704e+16,4.8052302198636536e+16,2.69275934024676e+16,2588342597955969.0,-1723590103294976.2,-2.2444880371544022e+17,3.023272727272734e+17,-1.392474787646268e+18,3.502180555893553e+17,4.728569359532684e+16,-8.321057221263005e+16,1.0,0.86120238462272,0.797517215504009,0.8531890701409726,0.9078463673942556,0.9536131374450958,1.0,0.9153658274601043,1.0,0.3102656530342888,0.00469094204176458,1.0,4080.0
177,37.3173,-4.3667,0.1411547737267697,2170.0,2364.0,2595.0,3027.0,3313.0,3864.0,4241.0,4022.0,4488.0,1457.0,19.0,4678.0,3542.0,3903420523.1388307,3427299703.264096,4122137404.5801554,7240506329.113923,15137362637.3626,8912529550.827423,-4380000000.000005,14608150470.219454,-37699004975.124374,-3356676003.7348266,19396336386.344727,-1929675556.3105147,-9579895772127456.0,1.030916470795341e+16,2.975542866921536e+16,1.999204128670551e+17,-1.7101189798173523e+17,-3.1424419741908806e+17,3.797630094043896e+17,-1.6397227412333507e+18,4.2714339516653664e+17,5.311160688627345e+16,-8.878439609764886e+16,1.0,0.9560622047297463,0.9000831284188742,0.8596416632688193,0.8807035208715748,0.970020980825545,1.0,0.9157989468091642,1.0,0.3231748632132073,0.004115165647634713,1.0,1060.0
178,43.6008,-8.117,0.0422513843586437,6325.0,6013.0,5877.0,6313.0,6359.0,6882.0,7219.0,6870.0,7428.0,3093.0,39.0,5106.0,3432.0,-6277665995.975852,-2017804154.3026712,4160305343.511453,1164556962.0253165,14368131868.131834,7966903073.286052,-6980000000.000008,17492163009.40441,-53917910447.76119,-7128851540.616244,21094920899.25064,-2843553592.6617975,8.571150586867562e+16,9.166334566489802e+16,-2.858538531952422e+16,3.3426771914193715e+17,-1.7585793392433424e+17,-3.533546825835948e+17,4.894432601880889e+17,-2.2385602964628744e+18,5.819534689943401e+17,6.588182175505807e+16,-9.966059322195027e+16,1.0,0.9314331172172913,0.8860493251256449,0.9138289663751747,0.9068576168783266,0.968230913510521,1.0,0.935127136890814,1.0,0.4303108117670713,0.006601102419519777,0.9837061259449866,920.0
179,43.5841,-7.9836,0.0575172915908263,5261.0,5372.0,5009.0,5178.0,5214.0,5660.0,5895.0,5810.0,6008.0,2354.0,73.0,4532.0,3429.0,2233400402.4144855,-5385756676.557865,1612595419.8473294,911392405.0632911,12252747252.747223,5555555555.555555,-1700000000.000002,6206896551.724146,-45447761194.02985,-5324463118.580765,18563696919.233986,-1873619840.3261425,-1.5330295933545968e+17,1.0383311715734712e+17,-6690868461679759.0,2.8712290753630205e+17,-1.8398878288988054e+17,-1.715261360651432e+17,1.5813793103448314e+17,-1.6192682678919764e+18,4.99045995963297e+17,5.576134462608484e+16,-8.508458267926787e+16,1.0,1.0,0.9118239505440741,0.9112786252672127,0.9062681449427529,0.9727059375775061,1.0,0.9741805976245289,1.0,0.40218732877368435,0.014521392339151045,0.9929938436723422,2500.0
180,43.5675,-7.8336,0.0232237871674491,7835.0,7599.0,7259.0,7802.0,7905.0,8267.0,8602.0,8173.0,8832.0,3396.0,30.0,5331.0,3339.0,-4748490945.674042,-5044510385.756678,5181297709.923668,2607594936.7088604,9945054945.05492,7919621749.408983,-8580000000.00001,20658307210.031372,-67611940298.50746,-7857142857.142856,22069109075.770206,-3383726855.783931,-5956125554982610.0,1.5171822100415946e+17,-2.45582325688436e+16,1.8575848122395088e+17,-5.564376911115198e+16,-3.9006197989146554e+17,5.847661442006282e+17,-2.7670923983868006e+18,7.432188736488134e+17,6.985586352220602e+16,-1.0596517873253187e+17,1.0,0.9555582791000825,0.8948851233233601,0.9333371092670457,0.9352181889818568,0.9681948923932179,0.9957739918891213,0.9333494655386139,1.0,0.39944231781553696,0.004449247250027939,0.926102878411613,460.0
181,43.4841,-8.0503,0.0356272838002436,6478.0,6308.0,5964.0,6334.0,6442.0,6828.0,7118.0,6802.0,7250.0,2699.0,28.0,5148.0,3467.0,-3420523138.832996,-5103857566.76558,3530534351.1450405,2734177215.189873,10604395604.395578,6855791962.174941,-6320000000.000007,14043887147.33544,-56604477611.94029,-6234827264.239027,21315570358.034985,-2855444199.0827246,-3.3869908006691816e+16,1.2810670501351074e+17,-7598827633159998.0,1.9924603516976467e+17,-1.0298361654452275e+17,-3.1148444355023514e+17,4.072777429467094e+17,-2.214682280855041e+18,6.264881884042445e+17,6.430998511268442e+16,-1.0062870340182234e+17,1.0,0.9598988946546984,0.8903673647623439,0.918560583609694,0.9242597166006078,0.9701068586747927,1.0,0.9449077810355514,1.0,0.3842340332406228,0.004809261814543747,1.0,20.0
182,40.084,-2.7,0.1806493089038894,1706.0,1670.0,1889.0,2549.0,3007.0,3411.0,3753.0,3673.0,4154.0,1551.0,17.0,4227.0,3120.0,-724346076.4587522,3249258160.2373896,6297709923.664126,11594936708.860758,11098901098.901072,8085106382.978724,-1600000000.0000017,15078369905.956131,-32375621890.54726,-3580765639.589168,17527060782.68111,-1880414472.5666723,7.995179550696458e+16,4.522925465024834e+16,5.054605711065491e+16,-1.2557863543283196e+16,-8.279655812973464e+16,-2.2896232583874054e+17,3.33567398119123e+17,-1.4875859497336504e+18,3.581449782457474e+17,4.927130350669998e+16,-8.07971492724721e+16,1.0,0.8328615221282021,0.78355615946691,0.8380524571799677,0.9169586667723486,0.9750160362115811,1.0,0.9187528461089968,1.0,0.3726720567768308,0.004044162906873025,1.0,6380.0
183,40.034,-1.8999,0.199921057825143,1440.0,1532.0,1573.0,2027.0,2198.0,2682.0,2954.0,3040.0,3398.0,1114.0,15.0,3647.0,2536.0,1851106639.8390331,608308605.3412465,4332061068.702292,4329113924.050632,13296703296.703264,6430260047.281323,1720000000.000002,11222570532.915375,-28407960199.004974,-2565359477.124182,15120732722.731068,-1887209104.8072023,-2.500599666997557e+16,5.5248552868858264e+16,-28121609271564.574,2.27027579054497e+17,-1.8863855080829462e+17,-1.113536654203622e+17,1.9005141065830768e+17,-1.2423363865805768e+18,3.2142538211294515e+17,4.128406209116538e+16,-7.0807418099659784e+16,1.0,0.9170365759867549,0.7931138553754783,0.8207893565691725,0.8285439979876753,0.9504788656505643,0.978794056952763,0.935387479859581,1.0,0.3252812654183723,0.004205041018893229,1.0,3300.0
184,39.9674,-1.9833,0.1219024780175859,1406.0,1259.0,1488.0,2197.0,2385.0,2730.0,2988.0,2807.0,3245.0,898.0,16.0,4294.0,3377.0,-2957746478.8732376,3397626112.759645,6765267175.572523,4759493670.886076,9478021978.021955,6099290780.141844,-3620000000.000004,13730407523.510988,-29191542288.557213,-2058823529.4117641,17810158201.498764,-1557669441.1414983,1.2787470003285472e+17,4.996500093194182e+16,-1.9139060159221836e+16,1.1945641283888302e+17,-9.28222856560468e+16,-2.297704676156465e+17,3.470081504702203e+17,-1.3455156680899139e+18,3.3747162635753043e+17,4.637950917579488e+16,-8.06320884373034e+16,1.0,0.7690037463676755,0.7628034067655383,0.9010804528172283,0.9096383218233083,0.9780604702284904,1.0,0.8925565832916613,1.0,0.26745270860871484,0.004042862711142924,1.0,2380.0
185,39.5173,-2.7333,0.1657844590302773,1420.0,1324.0,1461.0,1970.0,2172.0,2446.0,2702.0,2753.0,3000.0,1492.0,22.0,3481.0,1895.0,-1931589537.2233388,2032640949.5548966,4856870229.007637,5113924050.632911,7527472527.472509,6052009456.264775,1020000000.0000011,7742946708.463959,-18756218905.472637,-3431372549.019607,14400499583.680277,-2694071683.3701377,7.976318886877733e+16,4.190251156458074e+16,2452803641462537.0,6.11024930845468e+16,-4.0534699758454136e+16,-1.1896003442706322e+17,1.3445893416927931e+17,-8.306948468318692e+17,1.9060754174692822e+17,4.162435138351979e+16,-7.116807355141726e+16,1.0,0.8237195728073926,0.7848905371682682,0.8730537654977509,0.9029901102221753,0.9620259283450303,1.0,0.9546004171150978,1.0,0.48891870943535043,0.006613068624372565,1.0,500.0
186,41.8424,2.4281,0.171244635193133,1220.0,1369.0,1491.0,1931.0,1951.0,2522.0,2861.0,2729.0,3072.0,908.0,11.0,3537.0,2639.0,2997987927.5653906,1810089020.771514,4198473282.442751,506329113.92405057,15686813186.813148,8014184397.16312,-2640000000.000003,10752351097.178696,-26915422885.572136,-2093837535.0140052,14679433805.162374,-1525394937.998981,-2.390138645460515e+16,3.5435968274053972e+16,-3.5230383287392204e+16,3.84316052478205e+17,-2.107865052101651e+17,-2.5187197156414003e+17,2.6784702194357427e+17,-1.1808079618417203e+18,3.0872618595221555e+17,3.915329444485615e+16,-6.74638998466335e+16,1.0,0.9377964496836426,0.8352877884428013,0.8429815217032735,0.7862913823942141,0.9492264266579963,1.0,0.912765313585926,1.0,0.29084716594948323,0.00324687096062297,1.0,2380.0
187,41.9285,2.7503,0.0505804311774461,1301.0,1172.0,1072.0,1145.0,1211.0,1321.0,1404.0,1267.0,1427.0,410.0,13.0,1446.0,1097.0,-2595573440.643862,-1483679525.2225523,696564885.4961836,1670886075.949367,3021978021.9780145,1962174940.898345,-2740000000.000003,5015673981.191229,-12649253731.343283,-926704014.9393089,5965861781.848464,-592831662.9862409,2.237211097427181e+16,3.2347839921642972e+16,9296957924171604.0,3.420485939313031e+16,-2.911546926043041e+16,-1.1116252815362525e+17,1.551134796238248e+17,-5.537594894211452e+17,1.4580285716920365e+17,1.6089089161502734e+16,-2.7305135074249416e+16,1.0,0.8905424885140213,0.8021166414465536,0.8368641927870752,0.8774309786037027,0.9495472303857075,1.0,0.8934858306009424,1.0,0.2869059913639512,0.009028362056511963,1.0,1040.0
