,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,OM [%]
156,37.3585,-2.7775,0.18518518518518517,1271.0,1235.0,1324.0,1551.0,1785.0,2133.0,2283.0,2256.0,2490.0,1075.0,13.0,2765.0,2162.0,1.13
157,40.3267,-5.8621,0.16849662162162163,1229.0,1460.0,1609.0,1969.0,1731.0,2257.0,2534.0,2767.0,2850.0,894.0,13.0,2904.0,1771.0,3.06
158,37.3839,-2.8694,0.1755079006772009,1226.0,1152.0,1209.0,1461.0,1587.0,1943.0,2117.0,2083.0,2185.0,1092.0,18.0,2384.0,1932.0,5.32
159,40.4618,-3.22,0.1826711918546616,1411.0,1357.0,1475.0,2047.0,2264.0,2586.0,2898.0,2962.0,3355.0,1139.0,19.0,3385.0,2079.0,3.72
160,40.3757,-3.9334,0.17951771360523966,1392.0,1267.0,1230.0,1378.0,1349.0,1856.0,2094.0,1981.0,2247.0,762.0,12.0,1937.0,1366.0,0.5
161,36.751999999999995,-4.9692,0.18,1574.0,1354.0,1338.0,1722.0,2072.0,2529.0,2688.0,2478.0,2779.0,1341.0,17.0,2457.0,1989.0,4.04
162,43.4341,-4.9001,0.01352978678189417,7228.0,7128.0,6628.0,6963.0,6973.0,7138.0,7399.0,7154.0,7554.0,3253.0,69.0,4100.0,2673.0,12.24
163,43.4536,-5.1682,0.03546236351338294,5345.0,5299.0,4826.0,4991.0,4930.0,5190.0,5406.0,5358.0,5524.0,1803.0,22.0,3460.0,2135.0,12.4
164,42.5591,-4.4001,0.14873096446700507,1307.0,1184.0,1270.0,1677.0,1860.0,2142.0,2355.0,2263.0,2504.0,885.0,14.0,3157.0,2149.0,3.49
165,41.3216,-4.3917,0.13646353646353646,1795.0,1748.0,1778.0,2161.0,2170.0,2343.0,2698.0,2844.0,2836.0,1190.0,20.0,3798.0,3086.0,0.95
166,41.1674,-4.3001,0.17806760713335107,1519.0,1326.0,1308.0,1544.0,1692.0,1971.0,2128.0,2213.0,2385.0,1085.0,14.0,3184.0,2582.0,1.46
167,41.1715,-3.5584,0.16869565217391305,1052.0,685.0,412.0,239.0,247.0,453.0,453.0,336.0,462.0,247.0,6.0,120.0,62.0,3.98
168,41.4118,-4.3956,0.11227272727272727,1737.0,1718.0,1642.0,1953.0,2024.0,2158.0,2360.0,2447.0,2646.0,1041.0,10.0,3564.0,2804.0,1.44
169,37.3526,-6.0296,0.1111111111111111,1627.0,1420.0,1311.0,1328.0,1120.0,1310.0,1474.0,1660.0,1532.0,638.0,13.0,2269.0,2308.0,3.42
170,40.8257,-1.0582,0.1516626115166261,1383.0,1086.0,920.0,1046.0,1234.0,1397.0,1513.0,1420.0,1745.0,655.0,17.0,2643.0,1899.0,1.16
171,40.3481,-1.1,0.14931437277805992,1362.0,1286.0,1351.0,1675.0,1987.0,2217.0,2687.0,2263.0,2698.0,921.0,13.0,2790.0,2294.0,3.99
172,40.2759,-4.3694,0.17593360995850624,1327.0,1459.0,1597.0,1986.0,2120.0,2582.0,2868.0,2834.0,3022.0,912.0,15.0,3078.0,2348.0,1.43
173,39.8537,-4.2592,0.09061254077564335,1739.0,1611.0,1869.0,2509.0,2732.0,2991.0,3243.0,3009.0,3348.0,1086.0,17.0,4524.0,3073.0,0.77
174,39.4981,-3.5528,0.09311203319502075,1624.0,1540.0,1845.0,2732.0,2925.0,3179.0,3410.0,3293.0,3625.0,1303.0,22.0,4529.0,3657.0,3.14
175,39.8009,-3.8878,0.19770303527481542,1249.0,1144.0,1154.0,1467.0,1633.0,1933.0,2170.0,2190.0,2479.0,786.0,13.0,3154.0,1931.0,2.57
176,39.9648,-3.5167,0.16650928548945546,1604.0,1577.0,1808.0,2648.0,2930.0,3322.0,3718.0,3706.0,4185.0,1202.0,19.0,3860.0,2308.0,5.0
177,39.9185,-4.0195,0.1809803100125681,1404.0,1358.0,1483.0,1955.0,2180.0,2517.0,2812.0,2819.0,3081.0,942.0,18.0,3304.0,1987.0,2.95
178,39.4173,-4.7334,0.1646090534979424,1219.0,1016.0,982.0,1218.0,1373.0,1547.0,1714.0,1698.0,1957.0,885.0,17.0,3279.0,2372.0,2.38
179,38.5773,-3.7233,0.19503245836861416,1328.0,1221.0,1232.0,1426.0,1591.0,1949.0,2174.0,2117.0,2417.0,895.0,18.0,2976.0,2035.0,2.26
180,41.5239,-4.7769,0.1950354609929078,1398.0,1326.0,1427.0,2043.0,2348.0,2674.0,3029.0,3033.0,3630.0,1099.0,14.0,2820.0,1522.0,0.52
181,40.9765,-4.5616,0.1449814126394052,1622.0,1492.0,1432.0,1725.0,1867.0,2088.0,2293.0,2310.0,2463.0,1085.0,14.0,3214.0,2235.0,0.29
182,40.1012,-3.2017,0.1395968048687714,1745.0,1751.0,1900.0,2262.0,2364.0,2606.0,2856.0,2996.0,3339.0,1029.0,18.0,3796.0,2314.0,1.03
183,41.4412,-5.1672,0.12218214607754734,1628.0,1410.0,1458.0,1947.0,2117.0,2383.0,2573.0,2489.0,2782.0,1102.0,21.0,3630.0,3068.0,3.49
184,38.534,-3.6,0.10727272727272727,1419.0,1374.0,1496.0,1964.0,2078.0,2257.0,2501.0,2436.0,2716.0,1002.0,17.0,3192.0,2264.0,3.35
185,39.584,-5.3668,0.0429042904290429,1184.0,788.0,491.0,290.0,350.0,463.0,469.0,316.0,467.0,496.0,24.0,441.0,236.0,15.54
186,41.3507,-1.7666,0.12931642001409444,1398.0,1491.0,1765.0,2471.0,2671.0,2966.0,3207.0,3205.0,3447.0,1161.0,15.0,3958.0,2874.0,0.52
187,40.1001,-2.4838,0.1291920731707317,1403.0,1260.0,1488.0,2285.0,2558.0,2915.0,3123.0,2963.0,3292.0,1392.0,18.0,4054.0,3113.0,5.82
188,41.2507,-3.9334,0.16523702031602708,1703.0,1465.0,1479.0,1849.0,2131.0,2453.0,2691.0,2581.0,2935.0,1357.0,14.0,3725.0,2749.0,0.92
189,41.1482,-3.3634,0.17611026033690658,1077.0,734.0,474.0,269.0,277.0,390.0,417.0,384.0,407.0,251.0,5.0,230.0,109.0,6.0
190,39.4507,-6.9002,0.15995799789989498,1301.0,1206.0,1140.0,1200.0,1483.0,1658.0,1915.0,1657.0,2147.0,931.0,15.0,3022.0,2080.0,2.22
191,41.343999999999994,-5.0473,0.11845873470450403,1493.0,1255.0,1289.0,1693.0,1847.0,2034.0,2211.0,2148.0,2325.0,1021.0,19.0,3310.0,2456.0,6.0
192,39.8601,-6.0204,0.10748452447945976,1536.0,1289.0,1335.0,1586.0,1793.0,2005.0,2196.0,1968.0,2202.0,715.0,14.0,2742.0,1952.0,5.69
193,41.3648,-4.6178,0.08862704918032786,1840.0,1622.0,1546.0,1779.0,1896.0,2023.0,2178.0,2125.0,2330.0,1145.0,18.0,3172.0,2552.0,1.3
194,41.2941,-3.7953,0.0464,1140.0,797.0,492.0,298.0,330.0,348.0,362.0,327.0,342.0,192.0,6.0,410.0,220.0,2.47
195,41.5896,-0.9149,0.18609315801203477,1941.0,1632.0,1784.0,1826.0,2179.0,2587.0,2860.0,2661.0,3042.0,940.0,14.0,2944.0,1831.0,1.3
196,40.184,-5.0668,0.1580168164685416,1215.0,966.0,949.0,1452.0,1622.0,1948.0,2147.0,1997.0,2219.0,930.0,15.0,3450.0,2911.0,10.81
197,41.1669,-4.2994,0.13275968039336203,1518.0,1290.0,1185.0,1411.0,1535.0,1709.0,1882.0,1843.0,2103.0,974.0,14.0,3085.0,2529.0,1.06
198,43.1095,-5.3278,0.010092034274833387,7655.0,7591.0,7234.0,7798.0,7843.0,8051.0,8366.0,7957.0,8412.0,3640.0,42.0,4512.0,2918.0,6.35
199,37.0329,-1.8869,0.1481042654028436,1550.0,1338.0,1303.0,1438.0,1655.0,1863.0,2025.0,1938.0,2134.0,673.0,14.0,2404.0,1705.0,1.44
200,42.7782,0.8140000000000001,0.0656855151045701,4913.0,5255.0,5458.0,6031.0,5902.0,6730.0,6855.0,6879.0,6582.0,2768.0,12.0,1094.0,719.0,10.3
201,42.776,0.8404,0.04634736332849541,4934.0,4246.0,3986.0,4928.0,4863.0,5438.0,5293.0,5407.0,5344.0,2380.0,15.0,1211.0,792.0,10.12
202,42.2705,2.1003,0.1605520821045181,3499.0,3532.0,3416.0,3558.0,3832.0,4646.0,4999.0,4919.0,5262.0,2536.0,55.0,4882.0,3878.0,4.14
203,37.8981,-6.5653,0.14925373134328357,1239.0,1203.0,1175.0,1425.0,1662.0,2005.0,2423.0,1925.0,2322.0,1110.0,13.0,2420.0,1868.0,1.09
204,38.534,-0.9417,0.01639344262295082,1193.0,825.0,508.0,300.0,291.0,374.0,398.0,310.0,362.0,144.0,9.0,147.0,97.0,5.1
205,41.1258,-4.5272,0.16012332990750258,1805.0,1670.0,1700.0,2043.0,2218.0,2543.0,2831.0,2822.0,3050.0,1424.0,12.0,3545.0,2820.0,0.82
206,40.1859,-4.9906,0.16859587317564168,1493.0,1369.0,1364.0,1652.0,1957.0,2285.0,2514.0,2322.0,2747.0,1038.0,17.0,3912.0,2629.0,2.29
207,40.5181,-4.1574,0.15052451817516468,1307.0,1400.0,1377.0,1741.0,1927.0,2214.0,2443.0,2358.0,2758.0,976.0,14.0,3045.0,1933.0,2.74
208,40.4364,-0.0949,0.11242215666994428,1552.0,1961.0,2318.0,2708.0,2704.0,3163.0,3417.0,3394.0,3578.0,947.0,15.0,3931.0,3120.0,19.86
209,41.1927,-5.7835,0.13747228381374724,1490.0,1496.0,1670.0,2334.0,2447.0,2834.0,3136.0,3078.0,3362.0,1189.0,17.0,4208.0,3241.0,1.35
210,41.1735,-5.7627,0.1396103896103896,1434.0,1524.0,1716.0,2385.0,2277.0,2760.0,3150.0,3159.0,3538.0,1123.0,16.0,3998.0,3019.0,1.06
211,41.1933,-5.7836,0.13957495692130958,1438.0,1423.0,1607.0,2247.0,2261.0,2744.0,3058.0,2976.0,3418.0,1184.0,16.0,4169.0,3029.0,1.48
212,41.3213,-0.3182,0.14113489918935773,1549.0,1592.0,1685.0,2066.0,2011.0,2381.0,2561.0,2745.0,2678.0,1158.0,16.0,2882.0,2293.0,3.0
213,41.3724,-0.3456,0.1756211509874708,1813.0,1720.0,1739.0,1941.0,2008.0,2392.0,2632.0,2768.0,2956.0,1412.0,17.0,3388.0,2579.0,6.54
214,41.5819,-0.023,0.06781813563627127,2262.0,2760.0,3008.0,3670.0,3698.0,4006.0,4332.0,4204.0,4600.0,1061.0,19.0,5003.0,4227.0,18.44
215,40.6645,-0.4165,0.19581029967995345,1429.0,1302.0,1287.0,1382.0,1582.0,1906.0,2133.0,2055.0,2450.0,620.0,12.0,2662.0,1671.0,2.75
216,39.9861,-5.3009,0.16799069947684558,1413.0,1640.0,1769.0,2147.0,2095.0,2356.0,2544.0,3014.0,2976.0,1062.0,17.0,3951.0,2694.0,2.68
217,40.5752,-3.6274,0.14417485462201723,1521.0,1504.0,1605.0,2134.0,2229.0,2553.0,2805.0,2853.0,3219.0,924.0,18.0,4464.0,3477.0,1.81
218,39.9863,-5.1079,0.16453325007805183,1310.0,1166.0,1133.0,1338.0,1540.0,1690.0,1862.0,1865.0,2174.0,871.0,18.0,3226.0,2142.0,4.99
219,38.9425,-4.09,0.18917589175891758,1324.0,1245.0,1295.0,1648.0,1724.0,2046.0,2340.0,2417.0,2640.0,974.0,17.0,3004.0,1851.0,1.67
220,43.6359,-8.0755,0.07257825614693394,5115.0,4892.0,4522.0,4696.0,4872.0,5373.0,5711.0,5431.0,5940.0,2565.0,39.0,4251.0,3044.0,3.99
221,43.54600000000001,-7.8033,0.020851261004832197,7222.0,7244.0,6937.0,7396.0,7436.0,7805.0,8070.0,7711.0,8244.0,2773.0,26.0,4973.0,2973.0,18.06
222,43.7096,-8.0491,0.07437369519832986,4054.0,3822.0,3429.0,3547.0,3659.0,3997.0,4129.0,4117.0,4329.0,2042.0,35.0,3608.0,2802.0,13.4
223,43.7081,-7.8057,0.0518679119412942,5560.0,5879.0,5504.0,5685.0,5619.0,5956.0,6159.0,6307.0,6271.0,2490.0,30.0,3644.0,1986.0,2.51
224,43.7334,-7.6456,0.027878379516550155,6217.0,5891.0,5482.0,5771.0,6004.0,6334.0,6589.0,6102.0,6751.0,3132.0,50.0,4259.0,2833.0,8.79
225,42.0876,-7.7586,0.18877368609224168,1396.0,1587.0,1682.0,2269.0,2576.0,2956.0,3307.0,3325.0,3824.0,1283.0,16.0,4488.0,2975.0,52.08
226,42.1345,-7.5719,0.06278434940855324,1088.0,803.0,606.0,515.0,513.0,578.0,600.0,584.0,612.0,275.0,11.0,995.0,1251.0,15.65
227,43.3761,-4.2554,0.11797752808988764,1334.0,924.0,563.0,314.0,326.0,480.0,519.0,398.0,496.0,220.0,7.0,120.0,43.0,4.9
228,43.3421,-4.0573,0.13994262033790245,1852.0,1447.0,1283.0,1349.0,1348.0,1807.0,2036.0,1788.0,2083.0,365.0,11.0,1873.0,1473.0,2.86
229,43.3049,-5.0399,0.0007171262794184758,7646.0,7564.0,7206.0,7664.0,7604.0,7810.0,8154.0,7675.0,8290.0,2617.0,27.0,3529.0,2145.0,10.15
230,43.3171,-5.0656,0.0010760401721664275,8179.0,8196.0,7800.0,8355.0,8273.0,8509.0,8843.0,8373.0,8953.0,3014.0,48.0,4300.0,2785.0,10.15
231,42.5149,-2.4212,0.09438735177865612,1745.0,1984.0,2262.0,2864.0,2764.0,3203.0,3481.0,3461.0,3563.0,1554.0,20.0,3875.0,3174.0,5.31
232,42.5073,-1.9861,0.13891726251276812,1732.0,1766.0,1936.0,2529.0,2805.0,3096.0,3349.0,3345.0,3623.0,1533.0,20.0,4477.0,3653.0,1.55
233,42.5077,-1.9859,0.14883376527212144,1653.0,1671.0,1784.0,2299.0,2506.0,2788.0,3093.0,3103.0,3384.0,1451.0,21.0,4442.0,3744.0,1.87
234,42.6113,-0.8932,0.11096389532957933,1100.0,912.0,946.0,1342.0,1468.0,1619.0,1740.0,1677.0,1723.0,846.0,17.0,2172.0,1773.0,3.73
235,42.3612,0.1576,0.15612903225806452,1307.0,1386.0,1463.0,1635.0,1786.0,2245.0,2514.0,2240.0,2690.0,722.0,14.0,2375.0,1751.0,16.96
236,41.6359,0.9905,0.11494252873563218,1737.0,1452.0,1289.0,1386.0,1588.0,1815.0,1964.0,1746.0,2157.0,810.0,16.0,2557.0,2119.0,6.59
237,42.2225,2.8192,0.13767965007290148,1308.0,1256.0,1479.0,2070.0,2136.0,2455.0,2766.0,2731.0,2903.0,666.0,14.0,3822.0,2737.0,11.87
238,42.0934,2.8927,0.07273290003095018,1548.0,1399.0,1319.0,1498.0,1611.0,1907.0,2103.0,1733.0,2247.0,599.0,13.0,2575.0,1901.0,8.08
239,41.6287,1.6786,0.08153078202995008,1406.0,1104.0,829.0,828.0,864.0,957.0,1044.0,975.0,1066.0,392.0,7.0,1574.0,1361.0,6.59
240,40.8249,0.7312,0.192057761732852,1691.0,1316.0,1067.0,1119.0,1360.0,1831.0,2185.0,1651.0,2237.0,607.0,11.0,2209.0,1501.0,4.39
241,41.2343,0.8955,0.034858387799564274,1407.0,961.0,634.0,443.0,483.0,540.0,588.0,475.0,573.0,488.0,7.0,492.0,318.0,2.99
242,41.16,-1.3671,0.09381728698861888,1419.0,1157.0,1101.0,1473.0,1585.0,1701.0,1871.0,1778.0,1948.0,679.0,16.0,2987.0,2175.0,1.01
243,41.117,-1.8386,0.0916256157635468,1141.0,977.0,1058.0,1844.0,2011.0,2197.0,2324.0,2216.0,2354.0,909.0,13.0,3010.0,2300.0,2.39
244,41.1782,0.064,0.13515565679574792,1565.0,1556.0,1810.0,2278.0,2045.0,2481.0,2916.0,2990.0,3144.0,639.0,13.0,3382.0,2444.0,1.01
245,42.6161,-3.1975,0.14705282480114215,1524.0,1666.0,1799.0,2091.0,2351.0,2699.0,2985.0,2812.0,3173.0,1655.0,22.0,3752.0,2898.0,3.84
246,42.3324,-4.7988,0.14733941064235742,1384.0,1280.0,1505.0,2011.0,2260.0,2653.0,2848.0,2706.0,2885.0,1224.0,17.0,3403.0,2646.0,1.39
247,43.1314,-5.0262,0.006805914104670265,8159.0,8147.0,7830.0,8464.0,8477.0,8676.0,9022.0,8580.0,9149.0,3687.0,68.0,5320.0,3734.0,7.09
248,43.1296,-5.0249,0.011516785101690762,7960.0,7937.0,7560.0,8068.0,8095.0,8311.0,8558.0,8256.0,8705.0,3614.0,71.0,5325.0,3813.0,6.95
249,43.1153,-5.0218,0.016475599824594376,7615.0,7596.0,7307.0,7850.0,7905.0,8159.0,8486.0,8113.0,8654.0,3297.0,31.0,4657.0,2844.0,6.86
250,41.3327,-5.4139,0.14029051987767585,1685.0,1573.0,1797.0,2249.0,2173.0,2617.0,2758.0,2983.0,3104.0,1094.0,17.0,3254.0,2339.0,0.79
251,41.6608,-5.3589,0.16350093109869646,1457.0,1594.0,1721.0,2246.0,2413.0,2777.0,3256.0,3124.0,3650.0,1286.0,19.0,4004.0,2560.0,0.71
252,41.4602,-5.6378,0.16329456746853593,1602.0,1633.0,1902.0,2626.0,3076.0,3499.0,3893.0,3651.0,4125.0,1320.0,19.0,4509.0,3429.0,0.36
253,41.2312,-5.1262,0.12158203125,1531.0,1382.0,1411.0,1799.0,1873.0,2056.0,2234.0,2297.0,2425.0,1018.0,17.0,3085.0,2371.0,0.4
254,41.2093,-5.2794,0.17574316290130795,1340.0,1199.0,1236.0,1733.0,1927.0,2158.0,2447.0,2472.0,2878.0,994.0,15.0,2711.0,1422.0,0.45
255,41.3988,-4.8907,0.11578947368421053,1405.0,1189.0,1065.0,1218.0,1237.0,1330.0,1437.0,1537.0,1532.0,691.0,17.0,2176.0,1555.0,3.29
256,41.4768,-4.6181,0.18929254302103252,1660.0,1959.0,2072.0,2332.0,2529.0,3193.0,3571.0,3421.0,3857.0,1128.0,15.0,3965.0,3163.0,1.87
257,41.4578,-4.5877,0.10179977502812149,1778.0,2354.0,2693.0,3194.0,3390.0,3495.0,3991.0,3918.0,4161.0,964.0,15.0,4884.0,4105.0,1.34
258,41.1882,-4.791,0.16529680365296803,1549.0,1068.0,888.0,914.0,1051.0,1200.0,1295.0,1276.0,1457.0,834.0,14.0,1985.0,1476.0,0.36
259,41.3613,-5.1986,0.1275601868487244,1505.0,1205.0,1096.0,1214.0,1360.0,1557.0,1646.0,1569.0,1752.0,756.0,14.0,2757.0,2229.0,1.55
260,41.3331,-5.2252,0.12149532710280374,1567.0,1358.0,1227.0,1457.0,1556.0,1700.0,1827.0,1860.0,2075.0,938.0,14.0,3199.0,2418.0,0.15
261,41.4718,-4.8569,0.1663108868620221,1537.0,1450.0,1701.0,2148.0,2387.0,2947.0,3231.0,3005.0,3296.0,900.0,16.0,3353.0,2545.0,2.03
262,41.6106,-4.0784,0.19557195571955718,1492.0,1428.0,1487.0,1744.0,2038.0,2461.0,2757.0,2592.0,3110.0,1070.0,17.0,3356.0,2544.0,0.86
263,41.3361,-5.0293,0.12815964523281598,1332.0,1090.0,909.0,983.0,1157.0,1228.0,1369.0,1272.0,1422.0,604.0,16.0,2220.0,1544.0,1.07
264,41.6004,-4.3608,0.14419105764050996,1562.0,1871.0,2040.0,2383.0,2390.0,2867.0,3081.0,3186.0,3352.0,1145.0,15.0,3457.0,2385.0,1.41
265,41.2025,-6.2799,0.18935715672946205,1443.0,1447.0,1580.0,2087.0,2244.0,2601.0,2940.0,3062.0,3442.0,933.0,14.0,4329.0,3047.0,1.48
266,41.1515,-5.194,0.14736488754615643,1413.0,1154.0,1074.0,1270.0,1434.0,1602.0,1722.0,1709.0,1870.0,827.0,20.0,2539.0,1866.0,0.31
267,40.8785,-5.7462,0.16857314870559903,1335.0,1258.0,1204.0,1381.0,1624.0,1873.0,2072.0,1941.0,2258.0,817.0,15.0,2631.0,1696.0,1.51
268,41.0842,-5.2298,0.11977321048901489,1547.0,1327.0,1190.0,1242.0,1295.0,1545.0,1611.0,1580.0,1730.0,908.0,17.0,2189.0,1750.0,1.5
269,41.0757,-5.2010000000000005,0.18814352574102963,1530.0,1324.0,1193.0,1301.0,1483.0,1733.0,1848.0,1904.0,2051.0,952.0,21.0,2914.0,2121.0,0.55
270,40.8508,-5.1911,0.1730322152108934,1479.0,1295.0,1182.0,1245.0,1543.0,1774.0,1924.0,1766.0,2080.0,1080.0,23.0,2847.0,2168.0,2.06
271,41.0665,-5.3947,0.18852600656644203,1475.0,1526.0,1736.0,2348.0,2590.0,3026.0,3467.0,3439.0,3969.0,1275.0,15.0,3466.0,2347.0,0.93
272,40.7112,-5.041,0.1825232678386763,1533.0,1422.0,1468.0,1581.0,1840.0,2073.0,2213.0,2287.0,2432.0,1360.0,38.0,3285.0,2451.0,2.53
273,40.8449,-4.7699,0.14809590973201692,1538.0,1260.0,1102.0,1208.0,1307.0,1411.0,1556.0,1628.0,1810.0,1031.0,22.0,3243.0,2687.0,5.06
274,40.3438,-3.4121,0.1954169318905156,1307.0,1277.0,1331.0,1896.0,2168.0,2477.0,2810.0,2817.0,3293.0,848.0,14.0,2947.0,1748.0,3.08
275,40.3797,-3.4477,0.1886745176647457,1273.0,1177.0,1208.0,1619.0,1640.0,2119.0,2434.0,2372.0,2731.0,737.0,12.0,2616.0,1718.0,9.77
276,40.4337,-3.4598,0.1957765068191817,1412.0,1333.0,1459.0,1828.0,2008.0,2451.0,2773.0,2718.0,3097.0,864.0,13.0,2904.0,1845.0,3.99
277,40.2903,-3.2353,0.13722156095902058,1385.0,1316.0,1574.0,2537.0,2734.0,3206.0,3473.0,3344.0,3645.0,1103.0,18.0,4258.0,3273.0,11.47
278,40.2619,-3.5998,0.09152273178479253,1525.0,1801.0,1847.0,2288.0,2476.0,2629.0,2902.0,2749.0,3206.0,750.0,14.0,4073.0,3012.0,6.17
279,40.6323,-3.3429,0.1700988467874794,1309.0,1308.0,1397.0,2015.0,2194.0,2448.0,2800.0,2841.0,3284.0,957.0,13.0,2733.0,1496.0,7.77
280,40.3418,-3.8006,0.02568421052631579,1894.0,2746.0,2994.0,3471.0,3349.0,3601.0,3837.0,3654.0,3925.0,781.0,14.0,4026.0,3542.0,0.79
281,40.3693,-3.7303,0.09948792977322604,1605.0,1678.0,1757.0,2462.0,2510.0,2966.0,3175.0,3006.0,3206.0,893.0,12.0,3089.0,2340.0,1.0
282,40.5411,-3.6259,0.027696464760189148,1861.0,1914.0,1960.0,2159.0,2164.0,2435.0,2612.0,2282.0,2541.0,717.0,11.0,2390.0,1806.0,1.29
283,40.4063,-3.5539,0.03101572835513744,2145.0,2476.0,2680.0,3296.0,3013.0,3094.0,3371.0,3507.0,3466.0,970.0,15.0,3948.0,3305.0,1.7
284,40.7876,-1.6524,0.16195727084769124,1549.0,1254.0,1092.0,1216.0,1375.0,1607.0,1787.0,1686.0,1953.0,876.0,23.0,3343.0,2410.0,1.03
285,40.7813,-3.2311,0.16699801192842942,1389.0,1392.0,1496.0,1676.0,1925.0,2305.0,2523.0,2348.0,2850.0,1186.0,14.0,2651.0,1707.0,0.84
286,40.7788,-2.9879,0.0716741602750595,1633.0,1567.0,1547.0,1755.0,1928.0,2221.0,2419.0,2026.0,2521.0,1058.0,15.0,2529.0,1861.0,3.23
287,40.4593,-3.1421,0.17644661776691117,1323.0,1295.0,1396.0,2021.0,2327.0,2624.0,2991.0,2887.0,3365.0,1056.0,16.0,3264.0,2053.0,1.63
288,40.8169,-3.383,0.12722563936549044,1347.0,1143.0,1064.0,1348.0,1503.0,1658.0,1779.0,1741.0,1921.0,903.0,21.0,2305.0,1926.0,0.88
289,40.9386,-3.0921,0.12895542701599183,1685.0,1803.0,1993.0,2560.0,2590.0,2953.0,3240.0,3318.0,3520.0,1088.0,16.0,3410.0,2484.0,4.49
290,40.7075,-3.1243,0.14751392613988035,1676.0,1531.0,1631.0,2066.0,2156.0,2684.0,2934.0,2781.0,2986.0,1075.0,17.0,3535.0,2995.0,4.23
291,40.5835,-0.1973,0.15221436546334202,1365.0,1118.0,1018.0,1139.0,1426.0,1586.0,1683.0,1548.0,1790.0,519.0,16.0,2482.0,1908.0,1.38
292,39.1578,-0.4862,0.18596955658504302,1624.0,1390.0,1508.0,1845.0,2174.0,2669.0,3004.0,2688.0,3210.0,739.0,17.0,3404.0,2765.0,2.63
293,39.2457,-0.9721,0.0038314176245210726,1335.0,1021.0,883.0,650.0,797.0,1168.0,1181.0,655.0,1508.0,529.0,15.0,1318.0,885.0,4.87
294,38.7274,0.0727,0.0032085561497326204,2381.0,2145.0,2127.0,2330.0,2512.0,2574.0,2709.0,2345.0,2770.0,1007.0,18.0,3003.0,2599.0,5.21
295,37.9947,-1.1152,0.0121699196326062,1964.0,1984.0,1934.0,2151.0,2321.0,2396.0,2545.0,2204.0,2612.0,542.0,15.0,2686.0,2357.0,2.65
296,38.2399,-1.4277,0.07917605407145156,1944.0,2085.0,2228.0,2861.0,2723.0,3108.0,3215.0,3353.0,3574.0,852.0,15.0,3851.0,3262.0,1.67
297,37.8829,-1.3511,0.18040370058873004,1597.0,1710.0,1780.0,1949.0,1958.0,2450.0,2638.0,2807.0,2990.0,583.0,11.0,3165.0,2306.0,0.71
298,37.8297,-1.4148,0.11595767652774779,1859.0,1709.0,1764.0,2047.0,2061.0,2413.0,2587.0,2584.0,2881.0,837.0,11.0,3065.0,2530.0,1.62
299,37.5081,-1.6061,0.15553951642006497,1604.0,1349.0,1157.0,1170.0,1257.0,1560.0,1673.0,1601.0,1725.0,592.0,13.0,1741.0,1267.0,1.48
300,38.0495,-1.9748,0.11831789023521026,1798.0,1698.0,1931.0,2474.0,2767.0,3043.0,3272.0,3138.0,3592.0,1432.0,17.0,4528.0,3532.0,3.03
301,37.7405,-0.8493,0.0075497597803706245,1757.0,1457.0,1286.0,1446.0,1517.0,1655.0,1770.0,1468.0,1828.0,716.0,11.0,1934.0,1614.0,1.14
302,38.0881,-1.2394,0.09157509157509157,2159.0,2067.0,2035.0,2356.0,1973.0,2153.0,2404.0,2831.0,2712.0,745.0,13.0,2509.0,1866.0,1.2
303,37.8188,-0.9470000000000001,0.1800243605359318,1565.0,1503.0,1459.0,1683.0,1816.0,2137.0,2391.0,2422.0,2588.0,726.0,15.0,2599.0,2091.0,1.72
304,37.6722,-0.9108,0.06947162426614481,2084.0,1558.0,1563.0,1902.0,1803.0,2543.0,2597.0,2186.0,2601.0,816.0,10.0,2363.0,1927.0,4.16
305,38.5231,-1.3819,0.11942051683633516,1693.0,1577.0,1658.0,2249.0,2393.0,2619.0,2857.0,2859.0,3212.0,987.0,19.0,4123.0,3248.0,0.53
306,38.6114,-1.1382,0.018431740081224616,1949.0,1656.0,1487.0,1571.0,1308.0,1303.0,1348.0,1630.0,1380.0,446.0,13.0,1598.0,1390.0,1.44
307,37.9935,-2.2643,0.13353313353313354,1644.0,1586.0,1846.0,2602.0,2907.0,3174.0,3491.0,3404.0,3857.0,1772.0,23.0,4979.0,3887.0,2.96
308,37.6456,-0.8339,0.1373346897253306,1425.0,1079.0,941.0,1272.0,1410.0,1733.0,1883.0,1677.0,1829.0,593.0,13.0,2391.0,1860.0,1.65
309,37.4344,-1.5159,0.1022167487684729,1871.0,1531.0,1338.0,1458.0,1558.0,1797.0,1929.0,1790.0,1995.0,595.0,16.0,2389.0,1736.0,2.79
310,37.6202,-1.9467,0.05909510618651893,1387.0,1401.0,1603.0,2038.0,2050.0,2303.0,2455.0,2294.0,2453.0,822.0,14.0,2229.0,1770.0,1.17
311,37.9472,-1.08,0.16959242863684934,1670.0,1929.0,2110.0,2720.0,2665.0,3271.0,3321.0,3831.0,3619.0,721.0,12.0,3184.0,2524.0,1.94
312,37.6847,-1.4269999999999998,0.13065976714100905,2256.0,1836.0,1980.0,2352.0,2810.0,3180.0,3541.0,3059.0,3715.0,1136.0,15.0,4216.0,3279.0,3.73
