,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,OM [%]
29,43.5361,-7.6461,0.006953944368445052,8678.0,8600.0,8168.0,8711.0,8772.0,8986.0,9247.0,8833.0,9326.0,4274.0,116.0,5207.0,3526.0,10.1
30,43.5947,-7.4186,0.19919737322145203,2391.0,2342.0,2179.0,2195.0,2410.0,3012.0,3398.0,3287.0,3658.0,1024.0,12.0,3052.0,2435.0,19.96
31,43.593,-7.4586,0.1535030175806875,3397.0,3284.0,3125.0,3226.0,3341.0,4117.0,4467.0,4396.0,4761.0,1485.0,16.0,4050.0,3460.0,30.04
32,43.4541,-7.4053,0.11876208897485493,3461.0,3257.0,3188.0,3417.0,3477.0,4173.0,4555.0,4338.0,4798.0,1527.0,20.0,4521.0,3658.0,19.65
33,43.4947,-7.6686,0.12132963988919668,4227.0,4055.0,3853.0,3965.0,4022.0,4786.0,5086.0,5060.0,5304.0,1895.0,55.0,3577.0,2640.0,9.42
34,43.4481,-7.8403,0.02260016854362982,6530.0,6368.0,6013.0,6379.0,6403.0,6691.0,6926.0,6674.0,6955.0,2976.0,101.0,5280.0,4240.0,8.46
35,43.4341,-7.9697,0.009849058802960546,8439.0,8205.0,7832.0,8495.0,8541.0,8752.0,9045.0,8664.0,9130.0,3831.0,72.0,6159.0,4443.0,10.15
36,43.4174,-7.9531,0.0013424620754463685,7608.0,7412.0,6999.0,7439.0,7358.0,7569.0,7831.0,7459.0,7888.0,2845.0,39.0,3848.0,2063.0,33.46
37,43.3841,-8.3323,0.022942586462732565,8423.0,8435.0,8003.0,8560.0,8675.0,8859.0,9157.0,8962.0,9354.0,4081.0,82.0,6234.0,4290.0,1.69
38,43.3974,-8.3387,0.0016509079993996699,7273.0,6538.0,6247.0,6652.0,6806.0,6969.0,7225.0,6674.0,7326.0,3529.0,72.0,4978.0,3624.0,6.71
39,43.5247,-7.695,0.04148504434089884,6574.0,6481.0,6060.0,6377.0,6402.0,6798.0,7120.0,6929.0,7277.0,2555.0,34.0,3979.0,2385.0,17.73
40,40.7735,0.3335,0.11449371277299801,2501.0,2999.0,2714.0,2676.0,2728.0,3049.0,3268.0,3368.0,3346.0,750.0,14.0,3074.0,2181.0,14.7
41,42.1396,2.742,0.13989637305699482,1552.0,1622.0,1830.0,2241.0,2455.0,2800.0,3091.0,2970.0,3384.0,809.0,12.0,3917.0,2932.0,3.72
42,41.6424,2.1892,0.1358435614728521,1453.0,1413.0,1617.0,2077.0,2264.0,2569.0,2885.0,2730.0,3096.0,654.0,14.0,4316.0,3008.0,4.51
43,41.00899999999999,0.7724,0.08484005563282336,1307.0,905.0,547.0,329.0,312.0,415.0,451.0,390.0,434.0,112.0,5.0,141.0,44.0,1.3
44,41.3424,-0.0693,0.17449512139777626,1531.0,1510.0,1582.0,1819.0,2250.0,2565.0,2810.0,2588.0,3018.0,1273.0,19.0,3750.0,2815.0,8.82
45,41.4702,0.853,0.08442503639010189,1528.0,1108.0,810.0,629.0,893.0,1166.0,1280.0,745.0,1347.0,341.0,12.0,1098.0,796.0,2.85
46,41.4535,0.8808,0.1815668202764977,1392.0,994.0,680.0,444.0,499.0,655.0,633.0,641.0,623.0,172.0,13.0,348.0,224.0,1.36
47,41.1202,-0.4193,0.10016822144058725,1913.0,1949.0,2223.0,2942.0,3210.0,3553.0,3838.0,3597.0,4122.0,903.0,18.0,5032.0,3819.0,7.24
48,40.9229,-0.1748,0.14411814632490239,1676.0,1712.0,1944.0,2521.0,2617.0,2847.0,3295.0,3370.0,3618.0,773.0,14.0,4056.0,2912.0,4.92
49,42.2507,1.86,0.008237232289950576,1245.0,834.0,510.0,301.0,274.0,371.0,413.0,306.0,367.0,270.0,17.0,184.0,84.0,40.32
50,42.3341,1.7905,0.17423133235724744,1200.0,823.0,511.0,282.0,316.0,473.0,496.0,401.0,472.0,284.0,13.0,189.0,110.0,8.25
51,41.3591,1.0872,0.0017331022530329288,1209.0,855.0,515.0,288.0,257.0,330.0,323.0,289.0,297.0,94.0,7.0,71.0,9.0,5.45
52,40.7118,0.2974,0.05702430349733254,3556.0,3789.0,3734.0,3977.0,4113.0,4594.0,4878.0,4458.0,5069.0,1369.0,15.0,4722.0,3833.0,11.48
53,41.4202,2.1503,0.11462205700123916,1717.0,1228.0,1168.0,1429.0,1821.0,2272.0,2523.0,1799.0,2554.0,687.0,17.0,3369.0,2857.0,3.55
54,41.6231,2.3734,0.1776239907727797,1372.0,1403.0,1375.0,1426.0,1525.0,1934.0,2191.0,2042.0,2388.0,535.0,11.0,2515.0,1762.0,1.82
55,41.7332,2.7309,0.0846307385229541,1589.0,1731.0,1881.0,2293.0,2160.0,2553.0,2760.0,2717.0,2946.0,557.0,12.0,2929.0,2105.0,1.69
56,41.8091,3.0651,0.18009168303863785,1356.0,1149.0,1035.0,1252.0,1245.0,1816.0,2132.0,1802.0,2314.0,499.0,12.0,2307.0,1819.0,2.37
57,40.0285,-2.0416,0.1726295210166178,1425.0,1323.0,1479.0,2116.0,2360.0,2640.0,2962.0,2999.0,3355.0,1331.0,19.0,3700.0,2438.0,7.88
58,40.4563,-4.8695,0.18100314998788467,1391.0,1362.0,1445.0,1690.0,1728.0,2157.0,2354.0,2437.0,2593.0,1211.0,19.0,3560.0,2628.0,3.57
59,41.0007,-5.0196,0.13043478260869565,1404.0,1207.0,1064.0,1190.0,1280.0,1401.0,1532.0,1547.0,1623.0,777.0,11.0,2549.0,1866.0,14.16
60,40.6001,-4.4931,0.06692913385826772,1452.0,1221.0,993.0,1422.0,1664.0,1908.0,2031.0,1626.0,2164.0,1257.0,39.0,2012.0,1598.0,8.05
61,41.0174,-4.7362,0.11538461538461539,1554.0,1477.0,1436.0,1633.0,2001.0,2234.0,2385.0,2059.0,2607.0,1403.0,18.0,3292.0,2640.0,0.07
62,40.9648,-4.6861,0.175945601359966,1492.0,1500.0,1481.0,1939.0,1910.0,2224.0,2417.0,2767.0,2863.0,1227.0,14.0,2897.0,1929.0,1.05
63,40.8257,-4.6737,0.17285806313077087,1706.0,1550.0,1526.0,1926.0,2210.0,2503.0,2758.0,2731.0,2989.0,1752.0,24.0,4072.0,2857.0,2.92
64,40.3174,-4.9862,0.15863761890150352,1428.0,1323.0,1313.0,1371.0,1696.0,1892.0,1998.0,1888.0,2293.0,1530.0,90.0,3489.0,2714.0,3.69
65,42.5437,-4.4755,0.17134416543574593,1426.0,1411.0,1620.0,2244.0,2523.0,2891.0,3241.0,3172.0,3679.0,1316.0,35.0,3894.0,2480.0,1.03
66,42.5336,-4.5208,0.15348837209302327,1502.0,1670.0,1954.0,2730.0,2963.0,3326.0,3662.0,3720.0,4080.0,1481.0,46.0,3883.0,2319.0,1.09
67,42.7818,-5.2339,0.12271354999112058,3249.0,2910.0,2421.0,2470.0,2513.0,2964.0,3291.0,3161.0,3528.0,1648.0,59.0,2559.0,2241.0,2.86
68,42.655,-4.8361,0.18207282913165265,1476.0,1254.0,1315.0,1606.0,2036.0,2385.0,2712.0,2321.0,3032.0,1211.0,18.0,4187.0,3349.0,5.4
69,42.7363,-5.2551,0.05868184804028903,4489.0,4283.0,4055.0,4299.0,4374.0,4625.0,4826.0,4835.0,4932.0,2958.0,161.0,4249.0,3561.0,3.89
70,42.7061,-5.2584,0.04345068189026324,5667.0,5621.0,5581.0,6032.0,6120.0,6398.0,6644.0,6580.0,6774.0,3841.0,192.0,5559.0,4591.0,4.41
71,39.6253,-1.6144,0.1791271347248577,1269.0,1314.0,1534.0,2163.0,2358.0,2980.0,3239.0,3107.0,3415.0,1046.0,14.0,3577.0,2801.0,7.04
72,39.5979,-1.649,0.16385846672283066,1219.0,1154.0,1323.0,1985.0,2255.0,2546.0,2815.0,2763.0,3176.0,1242.0,15.0,3005.0,1842.0,6.4
73,38.619,-2.2778,0.18036809815950922,1219.0,1247.0,1378.0,2004.0,2126.0,2577.0,2844.0,2886.0,3096.0,1058.0,13.0,2894.0,2134.0,4.7
74,42.9841,-5.3001,0.05780742260988541,5343.0,5382.0,5129.0,5509.0,5864.0,6295.0,6629.0,6185.0,6806.0,2933.0,36.0,5017.0,3629.0,2.13
75,42.9934,-5.2882,0.1283590233256036,3331.0,3210.0,3046.0,3195.0,3267.0,3846.0,4195.0,4136.0,4432.0,1787.0,21.0,3378.0,2630.0,27.11
76,42.998000000000005,-5.2751,0.12547070341918964,3069.0,2899.0,2748.0,2903.0,3094.0,3689.0,4039.0,3736.0,4309.0,1649.0,26.0,3373.0,2651.0,1.88
77,39.2551,-1.9728,0.1466280961851383,1456.0,1368.0,1599.0,2360.0,2630.0,3003.0,3180.0,3171.0,3358.0,1773.0,37.0,4167.0,3522.0,0.18
78,39.319,-1.4328,0.13845014807502468,1647.0,1777.0,2330.0,3491.0,3746.0,4378.0,4790.0,4613.0,4963.0,1635.0,18.0,5052.0,3960.0,1.5
79,39.2276,-1.6556,0.10302409021014865,1727.0,1905.0,2358.0,3500.0,3669.0,3997.0,4370.0,4304.0,4684.0,1727.0,17.0,4964.0,3460.0,0.36
80,39.1315,-1.6344,0.1110435047155461,1717.0,1942.0,2322.0,2922.0,3335.0,3608.0,4058.0,3652.0,4282.0,1429.0,18.0,4746.0,3219.0,0.9
81,39.1537,-1.775,0.1367706919945726,1760.0,1808.0,2242.0,3181.0,3745.0,4108.0,4525.0,4189.0,4700.0,1589.0,21.0,5236.0,4065.0,0.52
82,41.6703,-3.9094,0.13385826771653545,1410.0,1243.0,1438.0,2200.0,2472.0,2715.0,2974.0,2880.0,3138.0,1549.0,26.0,4013.0,3447.0,0.37
83,41.6245,-3.9533,0.14017495199487945,1490.0,1377.0,1519.0,2015.0,2269.0,2511.0,2679.0,2672.0,2949.0,1407.0,21.0,3769.0,3225.0,0.61
84,39.3465,-2.3027,0.10568538542029997,1424.0,1362.0,1762.0,2564.0,2830.0,3148.0,3369.0,3170.0,3346.0,1417.0,19.0,3826.0,3099.0,0.46
85,41.4007,-5.0501,0.10817506193228736,1528.0,1233.0,1030.0,1080.0,1233.0,1384.0,1449.0,1342.0,1535.0,684.0,20.0,2522.0,1875.0,0.8
86,41.4642,-4.9638,0.14808713161266704,1424.0,1513.0,1753.0,2327.0,2425.0,2656.0,3012.0,3136.0,3214.0,818.0,15.0,3666.0,2832.0,0.47
87,41.512,-5.325,0.1715136249141287,1456.0,1298.0,1401.0,1809.0,2126.0,2453.0,2748.0,2558.0,3019.0,1024.0,15.0,3234.0,2207.0,0.13
88,41.2592,-5.6167,0.19466460467813648,1392.0,1334.0,1447.0,2083.0,2505.0,2827.0,3144.0,3090.0,3626.0,1077.0,17.0,3930.0,2552.0,0.74
89,40.2412,-2.1903,0.1994064181042478,1334.0,1260.0,1590.0,2158.0,2529.0,3041.0,3269.0,3233.0,3399.0,1345.0,15.0,3966.0,3134.0,1.29
90,40.2503,-2.1903,0.14244186046511628,1242.0,1117.0,1365.0,2065.0,2225.0,2619.0,2773.0,2751.0,2898.0,1173.0,14.0,3383.0,2638.0,1.64
91,40.5028,-4.4208,0.1703673798950343,1632.0,1603.0,1756.0,2055.0,2262.0,2516.0,2776.0,2899.0,2938.0,1140.0,17.0,3239.0,2685.0,1.07
92,41.0175,-4.7444,0.12191582002902758,1705.0,1494.0,1464.0,1815.0,2031.0,2210.0,2441.0,2319.0,2617.0,1222.0,21.0,3481.0,2863.0,1.13
93,41.4217,-4.5278,0.18429385687143762,1622.0,1341.0,1248.0,1288.0,1466.0,1732.0,1877.0,1870.0,2170.0,862.0,16.0,2819.0,2212.0,1.3
94,41.7731,-3.8478,0.15593421834753318,1497.0,1255.0,1483.0,2130.0,2392.0,2875.0,3075.0,2917.0,3171.0,1474.0,21.0,3278.0,2654.0,0.54
95,41.5147,-2.8936,0.19902794653705955,1228.0,1198.0,1275.0,1648.0,1921.0,2195.0,2453.0,2467.0,2828.0,966.0,13.0,2817.0,1754.0,4.63
96,38.9481,-4.1361,0.1542713567839196,1321.0,1197.0,1238.0,1683.0,1861.0,2110.0,2326.0,2297.0,2604.0,950.0,17.0,2787.0,1847.0,2.37
97,39.0507,-3.9862,0.10553892215568862,1442.0,1491.0,1695.0,2390.0,2625.0,2853.0,3030.0,2954.0,3309.0,1259.0,17.0,3815.0,2688.0,1.3
98,39.1612,-4.3347,0.13940345368916798,1718.0,1760.0,2128.0,2741.0,2979.0,3378.0,3664.0,3629.0,3882.0,1343.0,20.0,4550.0,3812.0,1.08
99,39.169000000000004,-3.1461,0.13130968622100955,1576.0,1515.0,1766.0,2547.0,2855.0,3101.0,3387.0,3317.0,3718.0,1271.0,21.0,4729.0,3581.0,2.07
100,39.8673,-2.8528,0.14348916089072408,1635.0,1922.0,2270.0,2904.0,3498.0,3765.0,4038.0,3877.0,4416.0,1394.0,20.0,4827.0,3655.0,2.88
101,40.4479,-1.9505,0.14184008762322015,1172.0,1161.0,1233.0,1567.0,1634.0,2026.0,2300.0,2085.0,2534.0,1146.0,15.0,2853.0,2338.0,8.52
102,40.8648,-3.1528,0.09686509334272632,1401.0,1409.0,1679.0,2564.0,2711.0,2976.0,3153.0,3114.0,3312.0,1061.0,17.0,3893.0,3198.0,2.73
103,40.5516,-3.1654,0.1767905711695376,1351.0,1243.0,1341.0,1816.0,2039.0,2319.0,2571.0,2596.0,2980.0,1019.0,16.0,3119.0,2014.0,6.05
104,40.8456,-3.135,0.1515587529976019,1469.0,1456.0,1528.0,1769.0,1741.0,2055.0,2274.0,2401.0,2533.0,934.0,16.0,2577.0,1831.0,2.47
105,41.2564,-2.8889,0.144538914323087,1317.0,1358.0,1486.0,1962.0,1793.0,2177.0,2370.0,2625.0,2660.0,1204.0,17.0,3223.0,2346.0,0.47
106,40.6689,-3.071,0.13846723435764532,1341.0,1376.0,1591.0,2327.0,2500.0,2763.0,3081.0,3075.0,3391.0,1180.0,17.0,3570.0,2216.0,0.78
107,43.0008,-5.1335,0.03558151885289432,6089.0,6240.0,5929.0,6356.0,6537.0,6776.0,7106.0,6825.0,7264.0,3022.0,35.0,5048.0,3516.0,10.79
108,40.7174,-3.9862,0.15384615384615385,1471.0,1133.0,1001.0,1133.0,1749.0,1898.0,2109.0,1545.0,2209.0,1319.0,17.0,2806.0,2759.0,0.73
109,40.5507,-3.6667,0.058229552339279705,1353.0,1391.0,1331.0,1399.0,1589.0,1839.0,2004.0,1572.0,2063.0,710.0,12.0,2144.0,1564.0,1.65
110,40.5257,-3.5945,0.13344116457743632,1517.0,1512.0,1671.0,2143.0,2354.0,2650.0,2831.0,2803.0,3096.0,911.0,15.0,3587.0,2560.0,2.88
111,40.3174,-4.4029,0.06373969244484065,2511.0,3626.0,3728.0,4201.0,3778.0,4153.0,4407.0,4773.0,4725.0,1333.0,19.0,5063.0,4373.0,2.58
112,40.9424,-3.725,0.06,1150.0,796.0,523.0,376.0,409.0,516.0,467.0,424.0,586.0,386.0,15.0,740.0,440.0,0.81
113,40.3007,-3.5834,0.1008963456676626,1562.0,1510.0,1599.0,1956.0,2071.0,2255.0,2477.0,2395.0,2706.0,732.0,14.0,3695.0,2824.0,2.87
114,40.0007,-4.0862,0.1504535502033156,1687.0,1742.0,2030.0,2716.0,2950.0,3394.0,3730.0,3678.0,4005.0,1029.0,19.0,4689.0,3657.0,11.11
115,40.3345,-3.8983,0.1784160139251523,1477.0,1507.0,1506.0,1888.0,1957.0,2338.0,2645.0,2708.0,3006.0,986.0,17.0,3247.0,2016.0,0.61
116,40.3674,-4.3751,0.16416464891041163,1429.0,1637.0,1607.0,1726.0,1980.0,2349.0,2488.0,2404.0,2777.0,900.0,17.0,3790.0,2825.0,1.11
117,40.3674,-3.9834,0.18352244696595954,1411.0,1228.0,1225.0,1655.0,1825.0,2180.0,2478.0,2399.0,2747.0,866.0,14.0,3207.0,2127.0,1.29
118,37.8228,-2.8361,0.12670723461798514,2092.0,2240.0,2625.0,3229.0,3576.0,3840.0,4201.0,4166.0,4531.0,2120.0,28.0,5395.0,4040.0,4.34
119,37.9228,-2.55,0.18243834178765087,1533.0,1595.0,1872.0,2337.0,2715.0,3245.0,3597.0,3380.0,3791.0,1700.0,23.0,4219.0,3297.0,18.5
120,38.5506,-0.6165,0.1546644844517185,1718.0,1731.0,1817.0,2066.0,2020.0,2483.0,2763.0,2822.0,2948.0,1045.0,19.0,3502.0,2678.0,0.48
121,38.2673,-0.8832,0.12281383598911776,3241.0,2203.0,2117.0,2257.0,2260.0,2667.0,2985.0,2889.0,3358.0,1445.0,18.0,3631.0,2857.0,7.68
122,36.92,-2.46,0.06610995128740431,1766.0,1617.0,1712.0,2013.0,1933.0,2125.0,2330.0,2298.0,2358.0,716.0,18.0,2600.0,2129.0,1.36
123,36.8718,-2.9661,0.15597569209993248,1391.0,1181.0,1129.0,1250.0,1442.0,1686.0,1879.0,1712.0,2062.0,623.0,11.0,2655.0,1985.0,3.94
124,37.0006,-2.6666,0.09318497913769123,1499.0,1659.0,1777.0,1956.0,1731.0,2167.0,2447.0,2358.0,2656.0,833.0,12.0,1911.0,1320.0,1.17
125,37.0648,-2.4361,0.060094886663152346,1591.0,1474.0,1523.0,1783.0,1832.0,1920.0,2034.0,2011.0,2171.0,746.0,12.0,2506.0,1869.0,0.75
126,39.5415,2.5714,0.13974231912784935,1481.0,1050.0,708.0,434.0,447.0,599.0,660.0,575.0,666.0,232.0,6.0,278.0,133.0,4.57
127,36.8034,-2.9756,0.16269708151626971,1336.0,1197.0,1149.0,1248.0,1339.0,1574.0,1744.0,1733.0,1910.0,562.0,13.0,2336.0,1672.0,0.72
128,37.2759,-2.5806,0.19786856127886324,1256.0,1081.0,1073.0,1129.0,1305.0,1615.0,1759.0,1686.0,1871.0,816.0,11.0,1935.0,1391.0,0.8
129,37.2657,-2.5797,0.16274572993876893,1307.0,1159.0,1191.0,1299.0,1438.0,1694.0,1841.0,1804.0,1922.0,836.0,12.0,2035.0,1472.0,1.09
130,37.2521,-2.5811,0.1752641392169049,1253.0,1189.0,1222.0,1327.0,1473.0,1732.0,1866.0,1891.0,1993.0,902.0,13.0,2122.0,1468.0,0.83
131,37.2634,-2.5811,0.1303030303030303,1291.0,1285.0,1319.0,1435.0,1581.0,1813.0,1939.0,1865.0,2074.0,875.0,12.0,2148.0,1548.0,1.01
132,37.2682,-2.5819,0.19504240052185257,1226.0,1221.0,1169.0,1234.0,1369.0,1756.0,1890.0,1832.0,2018.0,846.0,13.0,1749.0,1210.0,1.19
133,37.2801,-2.58,0.1433976541808551,1270.0,1089.0,1040.0,1132.0,1253.0,1434.0,1542.0,1511.0,1654.0,766.0,12.0,2176.0,1608.0,1.0
134,37.2843,-2.63,0.09844868735083533,1350.0,1285.0,1320.0,1511.0,1597.0,1754.0,1885.0,1841.0,1982.0,848.0,14.0,2210.0,1684.0,0.2
135,40.734,-0.171,0.16146341463414635,1438.0,1288.0,1356.0,1719.0,1912.0,2262.0,2627.0,2381.0,2866.0,552.0,12.0,2978.0,1938.0,10.34
136,38.859,-0.4999,0.10736331569664903,2011.0,2883.0,3358.0,4049.0,3960.0,4601.0,4934.0,5023.0,5118.0,1117.0,23.0,5292.0,4074.0,7.41
137,37.7357,-3.1589,0.0667779632721202,1782.0,2146.0,2307.0,2795.0,2482.0,2741.0,3041.0,3195.0,3224.0,1230.0,17.0,3781.0,2870.0,2.65
138,37.7351,-3.1722,0.07994579945799458,1501.0,1127.0,1062.0,1358.0,1532.0,1737.0,1859.0,1594.0,1905.0,919.0,14.0,2419.0,2016.0,8.83
139,37.7277,-2.9410000000000003,0.17886178861788618,1899.0,2009.0,2300.0,2828.0,3125.0,3763.0,4095.0,4060.0,4360.0,1778.0,18.0,4167.0,2985.0,1.78
140,38.3784,-2.5878,0.165865846626946,1317.0,1487.0,1569.0,2170.0,2193.0,2723.0,3036.0,3033.0,3254.0,1263.0,15.0,3620.0,2556.0,9.96
141,40.0743,0.0288,0.12652536929993577,1578.0,1332.0,1108.0,1360.0,1596.0,2291.0,2745.0,1754.0,2759.0,770.0,19.0,1848.0,1222.0,2.66
142,37.6924,-2.8605,0.11704693006863291,1422.0,1379.0,1629.0,2380.0,2678.0,2914.0,3209.0,3011.0,3425.0,1344.0,20.0,4452.0,3670.0,3.95
143,37.819,-2.2501,0.0936879107443069,2104.0,1928.0,2194.0,2965.0,3284.0,3480.0,3784.0,3578.0,4025.0,1908.0,24.0,5147.0,4342.0,3.08
144,38.2655,-1.2909,0.12096774193548387,1278.0,852.0,547.0,327.0,352.0,542.0,568.0,417.0,561.0,295.0,12.0,274.0,136.0,3.88
145,36.3129,-6.1058,0.13094367227505485,1442.0,1163.0,1080.0,1188.0,992.0,1376.0,1420.0,1546.0,1492.0,544.0,12.0,1409.0,1026.0,3.92
146,36.8565,-6.3069,0.114422265954456,1616.0,1467.0,1423.0,1575.0,1420.0,1860.0,2080.0,1982.0,2294.0,675.0,5.0,2430.0,1829.0,0.8
147,37.3643,-7.1481,0.054719860475256156,1654.0,1688.0,1916.0,2168.0,2022.0,2338.0,2402.0,2419.0,2489.0,449.0,10.0,2445.0,2015.0,2.56
148,37.1759,-6.8392,0.16875642343268243,2632.0,2311.0,2105.0,2022.0,2388.0,3012.0,3154.0,2843.0,3251.0,1098.0,11.0,2317.0,1499.0,1.3
149,37.1576,-6.8556,0.11271676300578035,1704.0,1353.0,1112.0,921.0,967.0,1153.0,1189.0,1155.0,1205.0,425.0,15.0,780.0,529.0,2.52
150,37.264,-3.8653,0.17677024961793172,1805.0,2050.0,2182.0,2424.0,2658.0,3206.0,3514.0,3465.0,3820.0,1272.0,19.0,3508.0,2577.0,2.8
151,37.2446,-3.9536,0.1669178598342125,1581.0,1371.0,1542.0,2211.0,2132.0,2845.0,3260.0,3097.0,3465.0,1436.0,18.0,3464.0,2481.0,4.01
152,37.2232,-3.9758,0.1878682842287695,1687.0,1745.0,1928.0,2343.0,2531.0,3062.0,3412.0,3427.0,3783.0,1313.0,17.0,4098.0,2970.0,3.35
153,38.3326,-0.7349,0.07443820224719101,1579.0,1189.0,843.0,659.0,832.0,1073.0,1230.0,765.0,1208.0,303.0,13.0,1124.0,756.0,1.95
154,38.3345,-0.7432,0.17794013669573416,1958.0,1653.0,1632.0,1744.0,1723.0,2210.0,2408.0,2499.0,2627.0,792.0,15.0,2619.0,1819.0,5.02
155,38.4934,-0.7961,0.19087066779374473,1779.0,1905.0,1952.0,2393.0,2404.0,2923.0,3182.0,3522.0,3485.0,981.0,15.0,3492.0,2671.0,3.47
