,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,Mg [mg/kg]
101,39.0812,-6.853,0.1678670360110803,1269.0,1181.0,1178.0,1502.0,1599.0,1891.0,2133.0,2108.0,2432.0,731.0,13.0,2385.0,1302.0,-1770623742.4547274,-44510385.75667657,3091603053.4351163,2455696202.5316453,8021978021.978003,5721040189.125296,-500000000.00000054,10156739811.912237,-21156716417.910446,-1676003734.8272638,9875104079.933395,-1839646679.1234925,3.473065104020221e+16,4.652987298504145e+16,-6067813462819384.0,1.4091852707459133e+17,-6.321257782562366e+16,-1.470695080171465e+17,2.13134796238245e+17,-9.816130479568252e+17,2.4229742143138285e+17,2.696337024920788e+16,-4.8770819146781416e+16,1.0,0.8399898132387782,0.7400805085206265,0.7987069356039667,0.8037605020546112,0.9049084241773688,0.9667814218784017,0.8992844046472501,1.0,0.3012004912340771,0.0054165027493605,1.0,232.0
102,38.794,-6.8483,0.1233431516936671,1576.0,1629.0,1764.0,2381.0,2538.0,2829.0,3151.0,3051.0,3489.0,940.0,17.0,3781.0,2334.0,1066398390.3420517,2002967359.0504456,5887404580.152676,3974683544.3037972,7994505494.505475,7612293144.208037,-2000000000.0000021,13730407523.510988,-31703980099.502487,-2154528478.0578895,15670274771.024157,-2457958213.0117207,1.884444605047069e+16,5.763259971961767e+16,-1.8251154922222132e+16,1.0176764430890323e+17,-1.0500339293885624e+16,-2.27240972676313e+17,3.1460815047022016e+17,-1.4242754740756593e+18,3.6753049280403725e+17,4.1607850721480024e+16,-7.5471411257435e+16,1.0,0.9019133284093722,0.8327475489988548,0.9144970677820113,0.9108066180255282,0.9573250658734851,1.0,0.9087526535012032,1.0,0.26701934488897605,0.00461034793372193,1.0,293.0
103,38.7893,-6.8463,0.1902356902356902,1364.0,1323.0,1423.0,1924.0,2233.0,2571.0,2904.0,2828.0,3258.0,918.0,15.0,3676.0,2166.0,-824949698.1891344,1483679525.2225523,4780534351.145041,7822784810.126582,9285714285.714264,7872340425.531915,-1520000000.0000017,13479623824.451427,-29104477611.940296,-2107843137.2549014,15241465445.462126,-2564973670.800068,4.645129222156309e+16,4.891476002852359e+16,2.9029107433029988e+16,3.7036189255384344e+16,-3.88289522028117e+16,-2.2204114481162922e+17,2.999924764890289e+17,-1.3349248099182374e+18,3.357790357547934e+17,4.049791919401732e+16,-7.413171988452208e+16,1.0,0.832575239474023,0.7512254932396857,0.812232132572282,0.8764974279025599,0.9478473041546288,1.0,0.9063762045194131,1.0,0.2779401428348987,0.00423495556067193,1.0,146.0
104,38.794,-6.8424,0.1770015698587127,1364.0,1412.0,1524.0,2097.0,2342.0,2665.0,3017.0,2999.0,3506.0,917.0,16.0,3751.0,2316.0,965794768.6116694,1661721068.2492585,5467557251.908401,6202531645.56962,8873626373.626352,8321513002.364066,-360000000.0000004,15893416927.899706,-32201492537.31343,-2103174603.1746027,15549542048.2931,-2437574316.290131,1.4002541240192932e+16,5.646641222046206e+16,7013114443332253.0,6.762265134320841e+16,-1.516794975995288e+16,-2.0523671400387866e+17,3.250683385579945e+17,-1.507677412702608e+18,3.7435718823555757e+17,4.1206154648617416e+16,-7.488391492332741e+16,1.0,0.8736171047527114,0.7781943724149547,0.8420582466107246,0.8703660715009104,0.9267689145308808,0.9762839139447812,0.8968084091705638,1.0,0.2596042925631555,0.004356788395470161,1.0,220.0
105,38.834,-6.5835,0.1290963257199602,1351.0,1194.0,1341.0,1754.0,1874.0,2150.0,2379.0,2274.0,2580.0,689.0,13.0,3176.0,2434.0,-3158953722.334002,2181008902.077152,3940839694.6564913,3037974683.5443034,7582417582.417564,5413711583.92435,-2100000000.0000024,9592476489.028225,-23519900497.512436,-1577964519.1409893,13168193172.356379,-1260404280.6183116,1.0744391598412778e+17,2.6110249148061424e+16,-8615124151833859.0,1.1504918731324709e+17,-5.9579835123439816e+16,-1.7762911545920454e+17,2.338495297805648e+17,-1.03800554816742e+18,2.7290965147228163e+17,3.442146986810776e+16,-6.006909847200125e+16,1.0,0.7953503430599762,0.7865327800675308,0.8675764261840989,0.875243599132814,0.9550706720819316,1.0,0.9089780326135818,1.0,0.26059233108846447,0.004355304068838942,1.0,854.0
106,38.884,-6.0835,0.1660628019323671,1521.0,1222.0,1126.0,1381.0,1501.0,1676.0,1860.0,1931.0,2093.0,1200.0,19.0,2904.0,2482.0,-6016096579.476858,-1424332344.2136502,2433206106.8702307,3037974683.5443034,4807692307.692296,4349881796.690308,1420000000.0000017,5078369905.956119,-11106965174.129353,-2756769374.4164324,12010824313.072449,-716833701.375913,9.238962243990354e+16,5.723350817631872e+16,5770692525515965.0,4.480297782653146e+16,-1.2577211840713938e+16,-6.9264345075420936e+16,7.316739811912242e+16,-5.073772752377897e+17,1.0385815671284726e+17,3.447150720702352e+16,-5.298775193359022e+16,1.0,0.7693441529223752,0.670348534062258,0.7580521464412594,0.8003989978048549,0.8708062855175722,0.9384513997622187,0.9420609868772133,1.0,0.5504447591204005,0.007186307405497102,1.0,537.0
107,38.7173,-6.9669,0.1833417978669375,1314.0,1252.0,1286.0,1608.0,1770.0,2062.0,2307.0,2330.0,2605.0,750.0,13.0,2614.0,1547.0,-1247484909.4567397,504451038.5756678,3072519083.9694676,4101265822.7848096,8021978021.978003,5791962174.940898,460000000.00000054,8620689655.172424,-23072139303.482586,-1720354808.5901022,10828476269.775194,-1812468150.1613727,3.5250220282342184e+16,3.810189978329081e+16,9816285675718918.0,9.925853668843526e+16,-6.126417162189833e+16,-1.2605111524682971e+17,1.6321379310344864e+17,-9.935056099891864e+17,2.6556945889169754e+17,2.9292322778630468e+16,-5.262674612796243e+16,1.0,0.8539987427883687,0.769029655053869,0.8068863395113968,0.837399775823414,0.9267240048061285,0.9798474622653841,0.9292456454427827,1.0,0.28780113579366967,0.0049787183693897116,1.0,427.0
108,38.8006,-6.6835,0.1072820512820512,1369.0,1376.0,1538.0,2176.0,2297.0,2528.0,2783.0,2699.0,3036.0,762.0,15.0,3540.0,2578.0,140845070.42253512,2403560830.8605347,6087786259.541988,3063291139.240506,6346153846.153831,6028368794.326241,-1680000000.000002,10564263322.884026,-28283582089.55224,-1743697478.9915962,14675270607.82682,-1634109053.8474605,4.552748008929574e+16,5.466209834838954e+16,-2.885968626241874e+16,8.311044827628669e+16,-8730358566692012.0,-1.8223094076421376e+17,2.4488526645768083e+17,-1.2178007966280975e+18,3.300980672955304e+17,3.832625603832496e+16,-6.78991659520162e+16,1.0,0.8732999460506198,0.8287285184820787,0.949566665618803,0.9353379632706011,0.9696473193839399,1.0,0.9188220687121044,1.0,0.24659388677985292,0.004440010888400533,1.0,122.0
109,38.634,-6.8002,0.1539218903839842,1195.0,991.0,952.0,1289.0,1386.0,1684.0,1865.0,1758.0,1977.0,522.0,12.0,1746.0,1292.0,-4104627766.599595,-578635014.8367954,3215648854.961834,2455696202.5316453,8186813186.813167,4278959810.8747044,-2140000000.0000024,6865203761.755494,-18097014925.373135,-1190476190.47619,7218984179.85013,-771190759.3001529,7.094552820448285e+16,5.629501290502419e+16,-7251456607158293.0,1.4509156922231696e+17,-1.0735860922907837e+17,-1.5174845888592685e+17,1.8010407523511014e+17,-7.825146923864783e+17,2.1028033252359382e+17,1.9629926167895236e+16,-3.3264675017278468e+16,1.0,0.7664883328766016,0.6677477666993553,0.7897582835293218,0.8105451309629743,0.9451813735723756,1.0,0.9092902455737053,1.0,0.26739012417311275,0.006593115431895274,1.0,305.0
110,38.584,-6.3168,0.0564001961745953,1350.0,893.0,704.0,962.0,1163.0,1274.0,1315.0,1077.0,1394.0,786.0,15.0,1844.0,1491.0,-9195171026.156937,-2804154302.670624,2461832061.0687037,5088607594.936708,3049450549.450542,969267139.4799054,-4760000000.000006,9937304075.235123,-7562189054.726368,-1799719887.9551816,7614487926.727732,-599626295.2267709,1.2859188578443278e+17,7.8130361479812e+16,2.5064652040725252e+16,-5.1624228999649784e+16,-5.7147895878314056e+16,-1.3544366759999789e+17,2.939460815047029e+17,-5.485734523498906e+17,7.167250207426849e+16,2.1975275010931164e+16,-3.4196978442774804e+16,1.0,0.651365284379275,0.503072745462341,0.6663844569488011,0.7964255287893156,0.8633598215517553,0.8804967397607835,0.7110937474098696,0.9122883690881107,0.5032192921778011,0.008607487401657066,1.0,293.0
111,38.5506,-6.2835,0.0907079646017699,1263.0,1002.0,903.0,1233.0,1217.0,1358.0,1477.0,1479.0,1569.0,709.0,8.0,2058.0,1644.0,-5251509054.325953,-1468842729.970327,3148854961.832063,-405063291.1392405,3873626373.626364,2813238770.6855793,40000000.000000045,2821316614.420066,-10696517412.935322,-1636321195.1447241,8534554537.885101,-703244436.8948531,7.610998640554574e+16,6.8511835189946456e+16,-3.3911433711558264e+16,1.083212573358381e+17,-2.9131527553318196e+16,-6.556120025261417e+16,5.562633228840138e+16,-4.237565525816741e+17,1.1268900768396266e+17,2.3741539993066812e+16,-3.845878007818469e+16,1.0,0.7713397916285871,0.6699253505423346,0.8659292905792333,0.8378392311326541,0.9182250388070875,0.9783965820305447,0.956743596983613,1.0,0.4372519445505241,0.00420791185744898,1.0,403.0
112,38.234,-7.0835,0.1200351108185209,1365.0,1304.0,1435.0,2005.0,2117.0,2409.0,2671.0,2552.0,2874.0,738.0,15.0,3580.0,2497.0,-1227364185.1106632,1943620178.0415435,5438931297.709928,2835443037.9746833,8021978021.978003,6193853427.895981,-2380000000.000003,10094043887.147348,-26567164179.104477,-1687675070.0280108,14841798501.24897,-1839646679.1234925,6.380250227670432e+16,5.185921542534696e+16,-2.4842445226481356e+16,1.3130468313932451e+17,-5.022320313412135e+16,-2.0269157039943222e+17,2.494808777429473e+17,-1.1492541713558579e+18,3.0944638195368736e+17,3.858420534845233e+16,-6.944814812811189e+16,1.0,0.8381268866531214,0.7907776004987936,0.9043318644858568,0.8937058673335445,0.9603095913760002,1.0,0.9130813713467907,1.0,0.2501877895258253,0.004472818876752759,1.0,390.0
113,38.284,-7.0002,0.1796987827522178,1472.0,1354.0,1477.0,1988.0,2249.0,2630.0,3010.0,2859.0,3303.0,804.0,15.0,3868.0,2863.0,-2374245472.837021,1824925816.0237393,4875954198.473286,6607594936.70886,10467032967.032942,8983451536.643026,-3020000000.0000033,13918495297.80566,-31082089552.238804,-1841736694.6778708,16040799333.888437,-1707151350.433158,8.449036798512592e+16,4.5267483419132744e+16,1.6523289486980686e+16,9.770729190693877e+16,-4.0757731604118456e+16,-2.8376953987335766e+17,3.3876990595611366e+17,-1.4106766410672264e+18,3.6368598081543443e+17,4.1742614445766344e+16,-7.388822100050627e+16,1.0,0.79799461343923,0.737928273742631,0.8030778608719656,0.8473672933918449,0.9330506144306393,1.0,0.8965539554847628,1.0,0.2390261386464013,0.0040685604031840145,1.0,146.0
114,38.284,-5.7168,0.1641099855282199,1395.0,1212.0,1209.0,1444.0,1719.0,2004.0,2151.0,2011.0,2294.0,1127.0,15.0,2796.0,2300.0,-3682092555.33199,-44510385.75667657,2242366412.213742,6962025316.455696,7829670329.670311,3475177304.964539,-2800000000.000003,8871473354.231985,-14514925373.134327,-2595704948.6461244,11577851790.174862,-842534397.8257177,7.319078812022758e+16,3.3929922818552212e+16,4.503491320841563e+16,2.1965696537078856e+16,-1.1962892925015829e+17,-1.4834934527102938e+17,2.3342946708464e+17,-7.331159475663429e+17,1.4824901025482838e+17,3.308486633711714e+16,-5.170851868443209e+16,1.0,0.8050604994758919,0.7303817576551098,0.7647267757393033,0.8699129941036331,0.9742474123265753,1.0,0.8984490791629139,1.0,0.4800062187003643,0.005692574815177523,1.0,220.0
115,41.428,1.6749,0.1197275347131254,1758.0,1535.0,1447.0,1680.0,1829.0,2016.0,2217.0,2137.0,2444.0,694.0,18.0,3128.0,2391.0,-4486921529.175048,-1305637982.195846,2223282442.748093,3772151898.734177,5137362637.362625,4751773049.64539,-1600000000.0000017,9623824451.41067,-21766169154.228855,-1577964519.1409893,12947543713.572033,-1251910990.3176491,6.400972931547686e+16,5.235786980628991e+16,1.47792887021573e+16,3.4562297180467036e+16,-1.059312054168227e+16,-1.501601193769596e+17,2.2447648902821366e+17,-9.840123387347826e+17,2.5109707257571974e+17,3.390641510904066e+16,-5.9115131989549096e+16,1.0,0.8347872121893342,0.7426770838375658,0.7929319715458929,0.8378647593499062,0.8991564700854014,0.9593814340382322,0.8933410177827378,1.0,0.27567877291586496,0.006188448303276379,1.0,146.0
116,41.3889,1.9305,0.1876125315088224,1501.0,1130.0,1049.0,1128.0,1637.0,1975.0,2205.0,1649.0,2292.0,753.0,12.0,2082.0,1742.0,-7464788732.3943615,-1201780415.4302673,753816793.8931303,12886075949.367088,9285714285.714264,5437352245.862884,-11120000000.000011,20156739811.91225,-19141791044.77612,-1729691876.7506998,8617818484.596176,-577543740.4450485,1.2601626392281872e+17,2.9014795390554868e+16,1.1576583163620195e+17,-9.114839654817277e+16,-1.0572423186404866e+17,-3.91426767041676e+17,6.255347962382459e+17,-1.2319288669808282e+18,2.1656839761225648e+17,2.4153852384096344e+16,-3.828210751474285e+16,1.0,0.7045423755162664,0.6016996990362244,0.575413783281639,0.8016286744849684,0.9327301461532619,1.0,0.7302555700648049,1.0,0.3317972919549318,0.005583094182102792,1.0,793.0
117,41.7674,-3.8,0.1793587174348697,1762.0,1765.0,1966.0,2457.0,2556.0,3217.0,3453.0,3531.0,3714.0,1836.0,26.0,4445.0,3527.0,60362173.03822934,2982195845.69733,4685114503.816797,2506329113.9240503,18159340659.340614,5579196217.49409,1560000000.0000017,5736677115.987468,-23358208955.22388,-4225023342.6704006,18397169025.811836,-1559368099.2016308,5.878940991265793e+16,2.5265855461713172e+16,-2.0789936926457524e+16,3.962787733016852e+17,-3.4560836378699155e+17,-9.501645904241342e+16,8.35335423197494e+16,-9.120653940818616e+17,2.3797494542976966e+17,5.280623802166721e+16,-8.308300218573472e+16,1.0,0.8784976823466274,0.8386552499064622,0.8575013306972855,0.8348307800103641,0.9920801460960651,1.0,0.9774825613054153,1.0,0.48411748901201956,0.006174932273606638,1.0,49.0
118,41.7841,-3.6334,0.1577540106951871,1417.0,1413.0,1624.0,2205.0,2357.0,2697.0,2878.0,3031.0,3056.0,1494.0,22.0,3636.0,3096.0,-80482897.38430579,3130563798.2195854,5543893129.770996,3848101265.8227844,9340659340.659319,4278959810.8747044,3060000000.0000033,783699059.5611295,-19427860696.51741,-3436041083.099906,15045795170.691101,-917275352.4715475,6.4608585424625544e+16,3.5806073168418564e+16,-1.6181220075841724e+16,1.390521031604186e+17,-1.3905767938968688e+17,-2.881701680554849e+16,-4.552601880877753e+16,-6.335912149240929e+17,1.9890322902260576e+17,4.314154120866247e+16,-6.645741266928668e+16,1.0,0.8665416251200064,0.8456934138597089,0.9300784997930639,0.9277533239947522,1.0,1.0,1.0,1.0,0.479113503478371,0.006376816529723905,1.0,122.0
119,41.7174,-3.6834,0.1501145912910619,1431.0,1385.0,1577.0,2225.0,2452.0,2774.0,2956.0,3011.0,3190.0,1556.0,26.0,3920.0,3381.0,-925553319.9195166,2848664688.4273005,6183206106.870233,5746835443.037974,8846153846.153826,4302600472.813238,1100000000.0000012,5611285266.457687,-20323383084.577114,-3571428571.4285707,16211490424.64614,-915576694.411415,7.594000016794397e+16,4.947390828550346e+16,-4163842212139871.0,7.846375704090763e+16,-1.2482289487199387e+17,-7.571159510196778e+16,9.022570532915382e+16,-8.129990078694305e+17,2.0835764319836496e+17,4.6178615770482504e+16,-7.130336019590994e+16,1.0,0.83679026266847,0.8049654355348859,0.9149936443910802,0.9395192045413608,1.0,1.0,0.9716485340217591,1.0,0.4760796764054931,0.007053921167341728,1.0,573.0
120,41.7007,-3.45,0.1805323193916349,1744.0,1795.0,2048.0,2694.0,2738.0,3341.0,3694.0,3881.0,3957.0,1867.0,28.0,4403.0,3591.0,1026156941.6498988,3753709198.8130574,6164122137.404584,1113924050.6329112,16565934065.934027,8345153664.3026,3740000000.0000043,2382445141.0658336,-25995024875.621887,-4292717086.834733,18213988343.047474,-1379310344.8275862,5.488032710589853e+16,3.5762803243197732e+16,-4.818891304171447e+16,3.9119012696964845e+17,-2.2584561542943427e+17,-1.0886888095278002e+17,-2.7151097178683444e+16,-8.895758625920927e+17,2.6992920135307405e+17,5.25366606673254e+16,-8.157076889206942e+16,1.0,0.8846895599068704,0.8478907687764293,0.8931509162155402,0.844341153817278,0.9679937988373927,1.0,1.0,1.0,0.4661818369961256,0.0065728156842952395,1.0,232.0
121,40.2424,-6.6919,0.1800399201596806,1223.0,1034.0,962.0,1027.0,1224.0,1437.0,1560.0,1478.0,1649.0,544.0,10.0,1952.0,1425.0,-3802816901.4084487,-1068249258.1602377,620229007.6335882,4987341772.151898,5851648351.648337,2907801418.4397163,-1640000000.000002,5360501567.398126,-13743781094.527363,-1246498599.4397757,8084929225.645301,-895192797.689825,5.502148175549717e+16,2.505160631741582e+16,4.1670923325556424e+16,2.1881179227757948e+16,-8.087491574748939e+16,-1.0751303589692005e+17,1.400100313479627e+17,-5.988803342296398e+17,1.5543883700357696e+17,2.1782044409629028e+16,-3.738602008049597e+16,1.0,0.8121453652874805,0.7172627955305265,0.7097426713223636,0.8232015177323772,0.9431468525377904,0.995962714031679,0.9141527500239633,1.0,0.323515862564196,0.005391330711423877,1.0,293.0
122,39.1507,-6.0168,0.1604334148898986,1557.0,1348.0,1240.0,1201.0,1270.0,1823.0,1949.0,1660.0,2097.0,1263.0,17.0,2016.0,1366.0,-4205231388.3299775,-1602373887.2403564,-372137404.5801529,1746835443.0379746,15192307692.307655,2978723404.255319,-5780000000.000007,13699059561.128544,-10373134328.358208,-2908496732.026143,8322231473.771863,-1104127739.086122,5.237137829154164e+16,1.8252766805047536e+16,2.021920656124169e+16,3.403917025131564e+17,-3.355380298915469e+17,-2.0706201901312826e+17,3.8958119122257146e+17,-7.546142285105574e+17,9.284375119816e+16,2.621551868767041e+16,-3.924379355894251e+16,1.0,0.8317921543167635,0.726487182904616,0.6523813201524045,0.6714273186254243,0.940625970513507,0.978315895649857,0.8073222789233244,1.0,0.6047966531908959,0.00832526829097339,1.0,12.0
123,40.0507,-5.4335,0.1746311385157454,1493.0,1511.0,1570.0,1874.0,1963.0,2467.0,2791.0,2667.0,3138.0,713.0,16.0,3735.0,2513.0,362173038.2293761,875370919.8813059,2900763358.778628,2253164556.962025,13846153846.153812,7659574468.085106,-2480000000.000003,14764890282.13168,-30161691542.288555,-1626984126.9841266,15482930890.92424,-2075760149.4819093,1.0325913111708844e+16,3.005033292132526e+16,-6179377879929419.0,2.9349339972637434e+17,-1.6996097192496406e+17,-2.397062522005936e+17,3.4489780564263405e+17,-1.408356797003771e+18,3.549092962102541e+17,3.993911068606061e+16,-7.310029575522965e+16,1.0,0.895813094222063,0.8053479166451413,0.7947449002408369,0.781460102316025,0.9295909465527664,0.9901568754542307,0.8849732319882557,1.0,0.22266749856818874,0.004515251709458321,1.0,85.0
124,39.984,-6.5669,0.1667221297836938,1386.0,1506.0,1762.0,2504.0,2680.0,2984.0,3309.0,3506.0,3779.0,1193.0,13.0,4048.0,2727.0,2414486921.529174,3798219584.569734,7080152671.75573,4455696202.531645,8351648351.648332,7683215130.023641,3940000000.0000043,8557993730.407534,-32164179104.47761,-2754435107.376283,16798501248.959211,-2243927297.4350266,2.7841703481701396e+16,4.869336924608303e+16,-2.5042523561298536e+16,9.863169997763763e+16,-1.8363550044634324e+16,-8.849208345209542e+16,9.23598746081507e+16,-1.2765571421594104e+18,3.657928357848424e+17,4.56417748747327e+16,-7.927738778682037e+16,1.0,0.9029699324021441,0.8594999747431634,0.946939000825075,0.9343516667159607,0.9704981952596916,0.9983175708219179,0.9744011678599064,1.0,0.3132980746177569,0.003281392057029428,1.0,85.0
125,36.9006,-5.7001,0.0787933363349842,1526.0,1248.0,1001.0,1023.0,1010.0,1113.0,1212.0,1198.0,1338.0,420.0,7.0,2158.0,1615.0,-5593561368.209252,-3664688427.299704,209923664.12213755,-329113924.0506329,2829670329.670323,2340425531.9148936,-280000000.0000003,4388714733.542325,-11417910447.761194,-964052287.5816991,8955037468.776026,-922371326.651945,3.8810320742646824e+16,5.748682628222318e+16,-5143488436763081.0,7.996922161318875e+16,-1.3440791147127146e+16,-6.194859413510388e+16,9.337429467084661e+16,-4.955054915769135e+17,1.300231114450186e+17,2.3153804286549308e+16,-4.112160197930049e+16,1.0,0.8036972289920722,0.6298766675056633,0.6215967232652279,0.6058497120201983,0.6598583929286382,0.70895631986026,0.6898772808825342,0.7629333138558178,0.23370334700142953,0.0034510609496854927,1.0,110.0
126,36.7506,-6.1835,0.1286735504368546,1713.0,1342.0,1168.0,1097.0,1224.0,1390.0,1541.0,1421.0,1702.0,504.0,17.0,2131.0,1447.0,-7464788732.3943615,-2581602373.887241,-677480916.0305347,3215189873.4177213,4560439560.439549,3569739952.718676,-2400000000.000003,8808777429.467094,-14900497512.43781,-1136788048.5527542,8800999167.360538,-1161882113.130627,9.825324665004261e+16,2.825106020558912e+16,3.71438052428269e+16,3.405695410181843e+16,-2.7217022190133816e+16,-1.411286040831839e+17,2.241755485893422e+17,-7.432374589938852e+17,1.7119041621747584e+17,2.319744915012439e+16,-4.147744080137874e+16,1.0,0.7753904677244401,0.6656029177114201,0.6120936559467077,0.677624808988628,0.764029009717127,0.8400557557131821,0.7671750396775486,0.9132679502859113,0.26633738975603066,0.008311908814598295,1.0,98.0
127,36.8006,-5.6168,0.0743875278396436,1410.0,1101.0,912.0,1039.0,1086.0,1186.0,1296.0,1206.0,1386.0,480.0,13.0,2097.0,1650.0,-6217303822.937622,-2804154302.670624,1211832061.0687032,1189873417.721519,2747252747.252741,2600472813.2387705,-1800000000.000002,5642633228.840132,-11268656716.41791,-1090102707.7497663,8676103247.293928,-759300152.8792255,6.8675040649235336e+16,5.958436741453009e+16,-209529039572368.28,3.9427324798258776e+16,-4032415769614561.0,-1.040300901474887e+17,1.4885266457680285e+17,-5.301344810425725e+17,1.2659893045607144e+17,2.2796932668169212e+16,-3.928144629547527e+16,1.0,0.7650307173298933,0.6167579630756747,0.6745947850892068,0.6946587077082007,0.7484006292832251,0.8052044009665533,0.7358759824287181,0.8361596765418665,0.2815666986665256,0.006645945183241756,1.0,12.0
128,36.1837,-5.3946,0.0052335723977515,2084.0,2287.0,2279.0,2566.0,2702.0,2692.0,2915.0,2593.0,3104.0,632.0,0.0,2338.0,1395.0,4084507042.2535186,-118694362.01780419,2738549618.3206124,3443037974.683544,-274725274.7252741,5271867612.293144,-6440000000.000007,16018808777.429487,-30746268656.716415,-1475256769.374416,9733555370.52457,-1601834550.7049432,-8.457145682638472e+16,4.239234392193498e+16,6722217140867673.0,-9.41205885926283e+16,1.523789254675386e+17,-2.7687630289109104e+17,4.4917617554859034e+17,-1.4659898882177418e+18,3.640673120316169e+17,2.6164360737392588e+16,-4.7191465117525064e+16,1.0,1.0,0.9359700144255605,0.9628925426163207,0.9819853203163973,0.9507505494011369,0.9968288985768344,0.8546483138653749,1.0,0.20914858488648655,0.0,1.0,171.0
129,40.7507,-0.1665,0.1317941317941318,1471.0,1508.0,1565.0,1805.0,1931.0,2345.0,2538.0,2353.0,2806.0,524.0,12.0,3167.0,2192.0,744466800.8048285,845697329.3768548,2290076335.877864,3189873417.7215185,11373626373.626347,4562647754.1371155,-3700000000.0000043,14200626959.247665,-28383084577.114426,-1195144724.556489,13134887593.67195,-1656191608.629183,2036831560805356.0,2.1429955586068388e+16,8585850017592130.0,2.0718361913683107e+17,-1.871147972387147e+17,-1.9533446227274512e+17,3.580125391849538e+17,-1.3349125873467756e+18,3.3815845587758624e+17,3.3450122124716236e+16,-6.157818152498394e+16,1.0,0.9261611834469369,0.849875271927787,0.8306556662851684,0.8403175726051862,0.9717820931431518,0.9965021252880197,0.8698435585791368,1.0,0.18419890681002238,0.003932841007682429,1.0,329.0
130,40.6174,-0.1332,0.1038447718289615,3732.0,3965.0,3916.0,3741.0,3787.0,3942.0,3948.0,4608.0,3966.0,1992.0,106.0,3564.0,2463.0,4688128772.635812,-727002967.3590506,-1669847328.2442758,1164556962.0253165,4258241758.241748,141843971.63120568,13200000000.000015,-20125391849.529804,-24552238805.970146,-4402427637.721754,14396336386.344723,-1870222524.2058775,-1.0895637303812595e+17,-1.3988788737169516e+16,2.7045842464404524e+16,7.832113408142864e+16,-1.1308785128050914e+17,3.087034522073004e+17,-6.665078369905971e+17,-1.3877263186333378e+17,2.5061954189363667e+17,4.3881335256924536e+16,-6.772089471503169e+16,1.0,1.0,0.95691546492875,0.8719714852795509,0.8676045933491725,0.8891095187741066,0.8746990718382269,1.0,0.8687171880064748,0.4468507784505447,0.02728352886407064,1.0,159.0
131,40.0507,-0.4665,0.1149425287356321,1210.0,838.0,510.0,308.0,354.0,453.0,521.0,388.0,475.0,186.0,9.0,187.0,96.0,-7484909456.740438,-4866468842.729972,-1927480916.0305357,1164556962.0253165,2719780219.7802134,1607565011.8203309,-2660000000.000003,2727272727.2727304,-3594527363.184079,-413165266.10644245,741049125.7285601,-154577883.47205707,5.268492181107576e+16,4.360516211720233e+16,2.9504178225723796e+16,3.937274070265562e+16,-3.0555362856040656e+16,-1.0088806174516155e+17,1.077454545454548e+17,-1.9817555142497862e+17,3.9569180311910904e+16,2694244612126522.5,-3728671978353946.0,1.0,0.7110511973935507,0.4489956811819325,0.28797872776801176,0.3389124726188923,0.4434767790913518,0.5237784037803301,0.40288986806600663,0.5037929540138228,0.2085320032309622,0.014498696268091445,0.3989896246467081,37.0
132,39.4451,-4.887,0.110455467453439,1376.0,1450.0,1635.0,2412.0,2645.0,2868.0,3076.0,3011.0,3297.0,1296.0,15.0,3910.0,2858.0,1488933601.609657,2744807121.6617217,7414122137.404585,5898734177.215189,6126373626.373611,4917257683.21513,-1300000000.0000014,8965517241.379322,-24888059701.492535,-2990196078.4313717,16215653621.981693,-1786988279.259385,2.5269084910504304e+16,6.927767085671905e+16,-1.4459808780433176e+16,5763024029327151.0,-3.321747096589227e+16,-1.4698008707364378e+17,2.0531034482758672e+17,-1.0612406565163604e+18,2.7236148784901946e+17,4.48315819337373e+16,-7.49485507961744e+16,1.0,0.8923073235285122,0.8330447606957224,0.9695564917804959,0.9848701195426354,1.0,1.0,0.9377372854544016,1.0,0.3853929717665774,0.00403940910078331,1.0,195.0
133,39.4465,-4.7801,0.1389048991354466,1253.0,1097.0,1166.0,1494.0,1616.0,1807.0,1968.0,1976.0,2146.0,923.0,15.0,3486.0,2647.0,-3138832997.987926,1023738872.4035611,3129770992.366414,3088607594.9367085,5247252747.252734,3806146572.1040187,160000000.00000018,5329153605.01568,-15211442786.06965,-2119514472.4556484,14450457951.70692,-1425174112.4511638,8.375396117487898e+16,3.124676735849931e+16,-392780509825435.56,5.464924436243102e+16,-3.9590828987601976e+16,-8.61973184894567e+16,1.0338307210031373e+17,-6.439058429807322e+17,1.6283492927380598e+17,3.8678740485907016e+16,-6.609338910973395e+16,1.0,0.8077039773838559,0.7769205712667978,0.8673109259072526,0.8947197585083735,0.9595478251328109,0.997622391919616,0.9506874331409663,1.0,0.40308496930190246,0.00490794383582349,1.0,73.0
