,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,B1dx,B2dx,B3dx,B4dx,B5dx,B6dx,B7dx,B8dx,B9dx,B10dx,B11dx,B12dx,B1dx2,B2dx2,B3dx2,B4dx2,B5dx2,B6dx2,B7dx2,B8dx2,B9dx2,B10dx2,B11dx2,B1cr,B2cr,B3cr,B4cr,B5cr,B6cr,B7cr,B8cr,B9cr,B10cr,B11cr,B12cr,OM [%]
0,42.8174,-2.55,0.168962608940118,1250.0,1254.0,1273.0,1478.0,1622.0,1910.0,2081.0,2079.0,2233.0,1064.0,19.0,2783.0,2327.0,80482897.38430579,281899109.79228497,1956106870.229009,3645569620.2531643,7912087912.0878935,4042553191.489362,-40000000.000000045,4827586206.896558,-14539800995.024874,-2439309056.9561152,11507077435.47045,-774588075.4204179,4052640088691732.0,2.483987775128671e+16,1.6120827767406074e+16,1.0801312131227162e+17,-1.0630589891754182e+17,-9.65142598460842e+16,9.735172413793126e+16,-6.071281254520832e+17,1.5050363107050694e+17,3.2554590318456028e+16,-5.113099713110273e+16,1.0,0.9143694268990751,0.8287102072582796,0.8246892369601914,0.8587897159859043,0.965795555375821,1.0,0.9563914512910182,1.0,0.46421554379034174,0.0072891382057687195,1.0,1.8
1,43.2764,-2.0256,0.0369465648854961,2179.0,1743.0,1467.0,1577.0,2171.0,2217.0,2312.0,1698.0,2209.0,957.0,12.0,1791.0,1227.0,-8772635814.889332,-4094955489.6142445,1049618320.6106877,15037974683.544302,1263736263.7362607,2245862884.1607566,-12280000000.000013,16018808777.429487,-15572139303.482586,-2205882352.941176,7406328059.950047,-958043145.9147274,9.411831640392525e+16,7.632898828226904e+16,1.3347668285242008e+17,-3.48714896704001e+17,2.698150056111246e+16,-3.4340101380994726e+17,5.6597617554859066e+17,-9.903118520662103e+17,1.662469769967837e+17,2.2437465949792764e+16,-3.4822527917838384e+16,1.0,0.7928364504980686,0.6593871001762766,0.6960086198819451,0.951682303184364,0.9658202863561027,1.0,0.7445250921534817,0.9771542457349609,0.43298604805654284,0.006180428877432218,1.0,5.88
2,43.1697,-2.3242,0.0357788218286953,1410.0,1449.0,1335.0,1334.0,1534.0,1764.0,1737.0,1433.0,1826.0,664.0,9.0,1530.0,1440.0,784708249.4969815,-1691394658.7537096,-9541984.732824434,5063291139.240506,6318681318.681303,-638297872.3404255,-6080000000.000007,12319749216.300955,-14452736318.407959,-1528944911.297852,6332223147.37719,-152879225.4119246,-4.9820984069430376e+16,2.495330376885587e+16,4.84048962211196e+16,3.1782029859260676e+16,-1.9112580195114592e+17,-1.2864544037020286e+17,3.6799498432601965e+17,-8.392628694266127e+17,1.607436742177874e+17,1.8350065496440336e+16,-2.6998760919188668e+16,1.0,0.9863320866813959,0.8617357615041376,0.7970001440463709,0.8914817451470786,1.0,0.9730460409342957,0.7916796034364805,1.0,0.368315916307715,0.005359748636323205,0.9503859298298761,6.86
3,36.566,-5.2752,0.1111111111111111,1195.0,817.0,520.0,336.0,344.0,419.0,460.0,420.0,486.0,243.0,5.0,213.0,89.0,-7605633802.816897,-4406528189.91098,-1755725190.8396957,202531645.56962025,2060439560.4395554,969267139.4799054,-800000000.0000008,2068965517.241382,-3022388059.7014923,-555555555.5555555,865945045.7951713,-210633599.45642942,6.43683221912659e+16,3.932942135120601e+16,1.868565683596677e+16,4.703564341442873e+16,-2.9977264312078224e+16,-4.182664632340203e+16,5.737931034482771e+16,-1.5960356040573293e+17,3.0681996320223096e+16,3318162001285542.0,-4482009347425485.0,1.0,0.7020331287096717,0.46370577150114206,0.31832281776212057,0.3337518623881319,0.41574559817515294,0.46879380669696,0.4421909919456902,0.5227120800899939,0.27637711043480134,0.008197029057925331,0.46404470385921776,4.54
4,43.3342,-5.3128,0.1085714285714285,1012.0,682.0,397.0,234.0,276.0,428.0,495.0,291.0,474.0,185.0,7.0,246.0,122.0,-6639839034.205228,-4228486646.884274,-1555343511.4503827,1063291139.2405063,4175824175.824166,1583924349.8817966,-4080000000.0000043,5736677115.987468,-3594527363.184079,-415499533.14659184,995004163.1973362,-210633599.45642942,4.851815668653828e+16,3.966087738032481e+16,2.4986971857737504e+16,7.879830472363694e+16,-7.1206039174240744e+16,-1.338989208009882e+17,1.9633354231974966e+17,-2.925142469959736e+17,3.954014713976974e+16,3292492288384518.5,-5019307921123091.0,1.0,0.6910784705186057,0.4166777903866486,0.26006643991184625,0.31371042877450694,0.4968757883758955,0.5892939268969642,0.35718674182706045,0.5935640437438142,0.24409483711389926,0.012933476577806656,0.5860692225460665,6.26
5,43.7008,-7.6636,0.0411892226695571,5355.0,4905.0,4490.0,4644.0,4704.0,5034.0,5259.0,5043.0,5409.0,2339.0,33.0,3189.0,2031.0,-9054325955.734402,-6157270029.673593,1469465648.8549628,1518987341.7721517,9065934065.934044,5319148936.170213,-4320000000.000005,11473354231.974936,-38184079601.99004,-5382819794.584499,13139050791.007504,-1967046033.6334298,5.829086370343677e+16,1.1315631570517147e+17,472535237759436.2,1.9106194238384534e+17,-1.0293365741109402e+17,-2.2787586137518243e+17,3.158670846394992e+17,-1.5566593678358948e+18,4.079758682513127e+17,4.3234992029859944e+16,-6.2889662050961464e+16,1.0,0.9148798551403766,0.8361290645996392,0.8626526910951291,0.8729784299011366,0.9334136886684214,0.9741558968637797,0.9330391305022624,1.0,0.44929173964705865,0.008001623522544729,0.9065833062958085,10.72
6,43.63,-7.9478,0.0417022487902078,6616.0,6557.0,6293.0,6733.0,6860.0,7337.0,7680.0,7319.0,7890.0,3089.0,30.0,5334.0,3435.0,-1187122736.4185104,-3916913946.5875382,4198473282.442751,3215189873.4177213,13104395604.395573,8108747044.917257,-7220000000.000008,17899686520.376198,-59713930348.258705,-7140522875.816992,22081598667.776867,-3225751656.191609,-5.492537646215345e+16,1.2040633870964824e+17,-9382475276956396.0,2.5035963875893293e+17,-1.3724309229335998e+17,-3.623817268301954e+17,5.023937304075247e+17,-2.4330287419634796e+18,6.53898102891066e+17,6.821223516245063e+16,-1.0535949343866982e+17,1.0,0.9683251161624161,0.9012729629392563,0.9210402834329873,0.922813546482616,0.9720887440119849,1.0,0.9373473006699068,1.0,0.40526142351453787,0.004842207455848385,0.9885882373479042,15.09
7,43.5681,-8.1842,0.0384949348769898,7031.0,6652.0,6215.0,6644.0,6831.0,7158.0,7404.0,7176.0,7530.0,4021.0,149.0,5262.0,3863.0,-7625754527.162973,-6483679525.222553,4093511450.381682,4734177215.189873,8983516483.516462,5815602836.879433,-4560000000.000005,11097178683.385593,-43644278606.96517,-9038281979.458448,21286427976.68611,-2376422626.125361,2.2979376296587916e+16,1.5693161684872755e+17,6113222946643046.0,1.0757820932472378e+17,-8.703059468783027e+16,-2.4528611907516397e+17,3.131435736677123e+17,-1.7160331438981453e+18,4.304228436257055e+17,7.078597095271838e+16,-9.851311658123018e+16,1.0,0.9382534867765353,0.866870627541778,0.9109619856013859,0.9306417526327347,0.9695064730886398,0.9960775529929161,0.957785959695192,1.0,0.550098372332606,0.024285925983653645,0.9607822941409153,8.6
8,43.4031,-4.9975,0.0300172168575492,6532.0,6485.0,6118.0,6479.0,6515.0,6760.0,7059.0,6880.0,7206.0,2931.0,87.0,5230.0,4049.0,-945674044.265593,-5445103857.566767,3444656488.5496206,911392405.0632911,6730769230.769215,7068557919.621749,-3580000000.000004,10219435736.677128,-53171641791.04477,-6638655462.184873,21411323896.75272,-2006115169.016477,-9.053178698795114e+16,1.3189555409668232e+17,-2.417236720883904e+16,1.473259955874917e+17,9279909034410260.0,-2.5173895791067974e+17,2.7598871473354294e+17,-1.987181113721692e+18,5.787684866773618e+17,6.547614229443881e+16,-9.749141992410163e+16,1.0,0.9808846718306778,0.910548504575709,0.9408386861049132,0.9374779638990528,0.9646623661429183,0.997711314554283,0.961558523899566,1.0,0.41774426460736835,0.014487392708490728,0.9616897515134696,19.04
9,43.2792,-4.9872,0.0030504216759375,8304.0,8170.0,7775.0,8334.0,8317.0,8480.0,8864.0,8385.0,8992.0,3379.0,39.0,4539.0,2909.0,-2696177062.3742437,-5860534124.629082,5333969465.648858,-430379746.835443,4478021978.021967,9078014184.397163,-9580000000.000011,19028213166.144222,-69813432835.82089,-7796451914.098971,18734388009.991688,-2768812638.0159674,-6.3669156182189864e+16,1.660905577192573e+17,-5.500333218019374e+16,1.242633348065167e+17,1.2637341226305454e+17,-4.41087805777711e+17,5.721642633228853e+17,-2.7850045768641137e+18,7.713554841010189e+17,6.193006518228444e+16,-8.952206764366224e+16,1.0,0.9742619833560914,0.915048877307176,0.961314985912619,0.9522103536608947,0.9642554707547922,1.0,0.9376945760127238,1.0,0.39170487707761154,0.005839805551376562,0.812562869429621,5.43
10,43.262,-4.9986,0.0006539366989275,7620.0,7559.0,7176.0,7641.0,7599.0,7801.0,8109.0,7651.0,8254.0,2769.0,31.0,4229.0,2687.0,-1227364185.1106632,-5682492581.602375,4437022900.763362,-1063291139.2405063,5549450549.450536,7281323877.068558,-9160000000.00001,18902821316.614445,-68221393034.82587,-6391223155.929037,17477102414.65447,-2619330728.724308,-8.964041039218731e+16,1.5014117926358666e+17,-5.248391259545679e+16,1.6741118199217827e+17,4.757893757192357e+16,-3.886837795997297e+17,5.612564263322897e+17,-2.7311665940890414e+18,7.69031963667871e+17,5.571504568296802e+16,-8.366541691664776e+16,1.0,0.9823685990710993,0.920480598479933,0.9607241206646104,0.948367163629296,0.9669775269109928,0.9972997118204332,0.9323581069323458,1.0,0.3496474490854972,0.005051684112760634,0.8232517757487645,8.5
11,43.2606,-5.013,0.0069295703666372,7629.0,7702.0,7332.0,7882.0,7852.0,8069.0,8401.0,7992.0,8558.0,2916.0,33.0,4618.0,2996.0,1468812877.2635806,-5489614243.323443,5248091603.053438,-759493670.8860759,5961538461.538447,7848699763.59338,-8180000000.000009,17742946708.46397,-70174129353.23383,-6729691876.750699,19088259783.513752,-2755223373.5349073,-1.4000859397559395e+17,1.5931314312131875e+17,-5.7324286965071736e+16,1.7015271221327907e+17,5.184509071579473e+16,-3.7892907242537555e+17,5.184589341692801e+17,-2.756021193156674e+18,7.891099188617303e+17,6.026599360472559e+16,-9.093873087863728e+16,1.0,0.9948571421409558,0.928711664077801,0.9691743792331381,0.954957290628026,0.9715854473912334,1.0,0.9405840188684478,1.0,0.3545846513449077,0.005122259674445304,0.8483129574762966,10.78
12,43.2642,-5.0205,0.0126384364820846,7541.0,7494.0,7128.0,7578.0,7553.0,7762.0,8071.0,7772.0,8194.0,2902.0,32.0,4327.0,2660.0,-945674044.265593,-5430267062.314542,4293893129.770995,-632911392.4050633,5741758241.758228,7304964539.0070915,-5980000000.000007,13228840125.391865,-65820895522.388054,-6699346405.228757,17880932556.203175,-2831662986.24087,-9.023325992050192e+16,1.4427537376981514e+17,-4.701149353221433e+16,1.6138404137122256e+17,4.294522794639724e+16,-3.140653555320827e+17,3.841768025078379e+17,-2.4780481394288404e+18,7.353426507109364e+17,5.73769350173481e+16,-8.623062257470466e+16,1.0,0.9836645593878678,0.9228994945897359,0.9608458200311665,0.9502593206712502,0.9696341426191339,1.0,0.9540771704266816,1.0,0.36914595662786387,0.005255275771966231,0.8491934256472548,2.19
13,43.2025,-5.2114,0.020402236259348,6880.0,6708.0,6326.0,6746.0,6742.0,6981.0,7257.0,7027.0,7350.0,3014.0,36.0,4215.0,2627.0,-3460764587.525149,-5667655786.35015,4007633587.786262,-101265822.78481013,6565934065.934051,6524822695.03546,-4600000000.000005,10125391849.529793,-53930348258.70647,-6951447245.564891,17398001665.278946,-2697468999.4904027,-4.440424947334004e+16,1.4355028745009517e+17,-3.920705544438049e+16,1.6878987060047747e+17,-1129433266444780.0,-2.6299817245946726e+17,2.945078369905963e+17,-2.008016931292675e+18,5.843146892181788e+17,5.6838116038384296e+16,-8.366140992826546e+16,1.0,0.9672182399471901,0.902371115168113,0.9465227537884191,0.9401583098111239,0.9680139426403875,0.9997541791984674,0.9606982457356659,1.0,0.42654166007836897,0.006482297573980226,0.8957573418858926,11.52
14,43.1942,-5.1564,0.019108280254777,7435.0,7412.0,7030.0,7469.0,7446.0,7681.0,7960.0,7760.0,8076.0,3120.0,39.0,4858.0,3338.0,-462776659.9597583,-5667655786.35015,4188931297.709926,-582278481.0126582,6456043956.043941,6595744680.851064,-4000000000.0000043,9905956112.852676,-61641791044.776115,-7191876750.700278,20062447960.033318,-2581960251.401393,-1.0472593815674827e+17,1.4624016445192995e+17,-4.5526810865673544e+16,1.781853781533316e+17,3837932000195682.5,-2.5049041798702288e+17,2.7811912225705392e+17,-2.2428760864460462e+18,6.772377399760676e+17,6.361887187379456e+16,-9.42731399310355e+16,1.0,0.986724733984255,0.9230854465872443,0.9603294871615539,0.9499249872040304,0.9729308337819697,1.0,0.9662776483753064,1.0,0.40045018724220016,0.0062162478271854445,0.8957948491910512,12.89
15,43.1458,-5.1283,0.0136802973977695,6672.0,6416.0,6155.0,6633.0,6728.0,7020.0,7319.0,6817.0,7468.0,3231.0,52.0,4641.0,3248.0,-5150905432.595571,-3872403560.8308616,4561068702.290079,2405063291.1392403,8021978021.978003,7068557919.621749,-10040000000.000011,20407523510.971813,-52699004975.124374,-7420634920.634919,19104912572.855965,-2366230677.764566,2.572438373772049e+16,1.2512570123324842e+17,-2.0572570717088172e+16,1.4220037293262688e+17,-2.6192859954842068e+16,-4.044576340336114e+17,6.089504702194372e+17,-2.2917407048933002e+18,5.631638066478788e+17,6.19177112359731e+16,-8.938860637227538e+16,1.0,0.9481939167422144,0.8927057740232262,0.9349972530962506,0.9384481557233336,0.9698102683059608,1.0,0.9199774056022307,1.0,0.4478564855220821,0.008869323786548073,0.9090814137180723,3.98
16,43.1033,-5.2164,0.0130353817504655,8595.0,8374.0,8093.0,8745.0,8850.0,9137.0,9451.0,8976.0,9579.0,4358.0,48.0,5126.0,3210.0,-4446680080.482895,-4169139465.875372,6221374045.801531,2658227848.1012654,7884615384.615366,7423167848.699763,-9500000000.00001,18902821316.614445,-64937810945.27363,-10060690943.043882,21140716069.94173,-3254628843.213861,5584318201358608.0,1.5416192153823302e+17,-3.3999486619277364e+16,1.3231360851934432e+17,-1.2677130107571472e+16,-4.0007489004018374e+17,5.680564263322897e+17,-2.628232986266087e+18,6.825512438088276e+17,7.283241599669842e+16,-1.0156263494236306e+17,1.0,0.9603111599824217,0.910376377618408,0.9553720931883494,0.9564548855882131,0.9777907786543703,1.0,0.9419523859007692,1.0,0.47389123737385014,0.006707167514385428,0.8525014144122011,4.52
17,43.1106,-5.2217,0.0296096904441453,7063.0,7210.0,6821.0,7210.0,7058.0,7367.0,7681.0,7650.0,7741.0,3060.0,34.0,3697.0,2218.0,2957746478.8732376,-5771513353.115728,3711832061.0687046,-3848101265.8227844,8489010989.010968,7423167848.699763,-620000000.0000007,2852664576.802511,-58221393034.82587,-7063492063.492062,15249791840.133232,-2512315270.935961,-1.7563903082472758e+17,1.4070245421638629e+17,-7.213676838636922e+16,3.12331955818576e+17,-2.928140495360446e+16,-1.9014581202599914e+17,6.945329153605032e+16,-1.9145472605526162e+18,6.362923006384801e+17,5.20851631737285e+16,-7.394715699862283e+16,1.0,1.0,0.9319176671938765,0.9627079104958954,0.9344190346117544,0.9677639375870986,1.0,0.9912369423891731,1.0,0.4130084022574115,0.0060280449656862365,0.7952962146087309,7.74
18,43.1445,-5.2914,0.0119772499163599,7345.0,7243.0,6888.0,7383.0,7359.0,7635.0,7868.0,7562.0,7948.0,3378.0,50.0,4057.0,2453.0,-2052313883.2997975,-5267062314.540061,4723282442.748095,-607594936.7088608,7582417582.417564,5508274231.678487,-6120000000.000007,12100313479.623838,-56840796019.9005,-7768440709.617178,16681931723.56371,-2724647528.4525228,-6.468306702696703e+16,1.4822469966302906e+17,-5.086715056733739e+16,2.073420890918082e+17,-5.698196018513936e+16,-2.7490010003968067e+17,3.644062695924773e+17,-2.161163307195123e+18,6.103526779885984e+17,5.707369849015145e+16,-8.079341903420586e+16,1.0,0.9759577510166687,0.9153397884356282,0.9605484237295436,0.9499189808265059,0.9784758661019837,1.0,0.9551790807126337,1.0,0.4434390054108237,0.008535404913177379,0.8328440565656078,2.46
19,43.1008,-5.3061,0.0140560898513686,7375.0,7153.0,6820.0,7330.0,7467.0,7718.0,8009.0,7539.0,8143.0,3524.0,40.0,4446.0,2808.0,-4466800804.828971,-4940652818.991099,4866412213.740461,3468354430.3797464,6895604395.604379,6879432624.113475,-9400000000.00001,18934169278.996887,-57450248756.2189,-8132586367.880484,18343047460.44964,-2782401902.4970274,-9534245757789300.0,1.4550541591589856e+17,-1.3340246024434312e+16,8.676582190442106e+16,-444279436563291.6,-3.8485656321781286e+17,5.666833855799385e+17,-2.3944958631729116e+18,6.134037610489852e+17,6.180119941253529e+16,-8.794941450019434e+16,1.0,0.9578650994136306,0.8981610653237089,0.9411122358033858,0.9497232031936392,0.9732481432348106,1.0,0.9317982648420984,1.0,0.45050402586226207,0.006542565540377729,0.8623219964471095,4.16
