,lat,long,NDVI,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,pH
412,37.2506,-2.8833,0.08227311280746395,1455.0,1320.0,1415.0,1623.0,1717.0,1879.0,1985.0,1914.0,2054.0,947.0,15.0,2087.0,1584.0,7.8
413,37.2339,-3.1167,0.08424475317765297,1433.0,1297.0,1348.0,1549.0,1616.0,1784.0,1897.0,1834.0,1992.0,800.0,11.0,2132.0,1653.0,7.1
414,37.1839,-3.0167,0.08043758043758044,1422.0,1248.0,1269.0,1429.0,1533.0,1685.0,1788.0,1679.0,1874.0,827.0,13.0,2146.0,1684.0,7.5
415,37.0506,-4.0834,0.1876950512706197,1486.0,1454.0,1516.0,1822.0,2052.0,2456.0,2741.0,2664.0,3047.0,1233.0,20.0,3813.0,2655.0,7.9
416,37.084,-3.9167,0.13054499366286437,1817.0,2046.0,2285.0,2744.0,3499.0,3909.0,4207.0,3568.0,4471.0,1439.0,19.0,4527.0,3512.0,8.7
417,37.1506,-3.0667,0.12389109819516672,1351.0,1284.0,1321.0,1432.0,1505.0,1831.0,1984.0,1837.0,2055.0,898.0,13.0,1917.0,1377.0,6.7
418,36.9506,-3.0833,0.06714801444043321,1512.0,1564.0,1880.0,2584.0,2830.0,3114.0,3264.0,2956.0,3379.0,821.0,14.0,3108.0,2514.0,8.0
419,36.7806,-3.3653,0.1701880659391688,1441.0,1344.0,1474.0,1787.0,2028.0,2467.0,2691.0,2520.0,2852.0,643.0,10.0,2803.0,1906.0,7.0
420,36.7609,-3.3686,0.1973642924380295,1784.0,1246.0,1217.0,1279.0,1413.0,1852.0,2159.0,1908.0,2297.0,598.0,9.0,2287.0,1477.0,7.2
421,37.634,-2.575,0.07106252135292108,2025.0,2048.0,2351.0,2719.0,2843.0,3041.0,3229.0,3135.0,3369.0,1349.0,16.0,3347.0,2497.0,8.4
422,37.6339,-2.55,0.13201002119868954,1857.0,1737.0,1920.0,2252.0,2565.0,2870.0,3021.0,2937.0,3222.0,1338.0,19.0,3630.0,2951.0,8.3
423,37.6339,-2.55,0.13201002119868954,1857.0,1737.0,1920.0,2252.0,2565.0,2870.0,3021.0,2937.0,3222.0,1338.0,19.0,3630.0,2951.0,8.7
424,37.6339,-2.5499,0.08528823422440444,1857.0,1971.0,2061.0,2515.0,2565.0,2870.0,3021.0,2984.0,3222.0,1338.0,19.0,3630.0,2951.0,8.8
425,37.6423,-2.5847,0.062460567823343846,1946.0,2335.0,2560.0,2972.0,2929.0,3228.0,3564.0,3368.0,3692.0,1238.0,15.0,3222.0,2430.0,8.5
426,37.1006,-3.7166,0.12456804344248806,1867.0,1947.0,2300.0,2660.0,2707.0,3172.0,3441.0,3417.0,3563.0,1193.0,15.0,3156.0,2384.0,8.0
427,41.1007,-2.6833,0.1300768386388584,1348.0,1069.0,1087.0,1585.0,1723.0,1971.0,2145.0,2059.0,2233.0,1018.0,15.0,2416.0,2127.0,7.8
428,40.8618,-3.2722,0.11190864600326264,1435.0,1302.0,1242.0,1361.0,1445.0,1614.0,1742.0,1704.0,1833.0,834.0,16.0,2781.0,2014.0,6.2
429,40.9507,-3.1,0.10975246048314942,1803.0,2300.0,2517.0,2985.0,2711.0,3158.0,3373.0,3721.0,3710.0,1206.0,17.0,4173.0,3095.0,7.7
430,40.9674,-1.8666,0.19183503436784002,1355.0,1220.0,1435.0,1940.0,2331.0,2766.0,2958.0,2861.0,3408.0,1493.0,19.0,3366.0,2357.0,8.2
431,40.8007,-2.6667,0.11832669322709163,1352.0,1223.0,1459.0,2213.0,2522.0,2684.0,2939.0,2807.0,3092.0,1199.0,20.0,4124.0,3363.0,8.1
432,40.6007,-3.3167,0.14849961528597075,1554.0,1984.0,2320.0,3320.0,2900.0,3443.0,3621.0,4478.0,4245.0,1264.0,13.0,3513.0,2136.0,7.1
433,40.6007,-3.3167,0.14849961528597075,1554.0,1984.0,2320.0,3320.0,2900.0,3443.0,3621.0,4478.0,4245.0,1264.0,13.0,3513.0,2136.0,7.1
434,40.7757,-1.5833,0.09358288770053476,1562.0,1315.0,1398.0,1695.0,1862.0,2068.0,2182.0,2045.0,2228.0,933.0,19.0,2992.0,2304.0,7.9
435,36.9166,-6.4059,0.1013536966331135,1787.0,1930.0,2146.0,2589.0,2761.0,3116.0,3332.0,3173.0,3515.0,822.0,17.0,4160.0,3387.0,7.5
436,37.7164,-6.8935,0.1873015873015873,1250.0,1102.0,1057.0,1280.0,1356.0,1623.0,1844.0,1870.0,2119.0,476.0,11.0,2772.0,1606.0,4.6
437,37.2087,-7.1699,0.18322649572649571,1556.0,1350.0,1452.0,1529.0,1754.0,2212.0,2415.0,2215.0,2669.0,503.0,13.0,2792.0,2011.0,7.7
438,37.2007,-6.9335,0.010577705451586655,1738.0,1476.0,1468.0,1824.0,2216.0,2311.0,2328.0,1863.0,2403.0,548.0,17.0,2387.0,2065.0,5.8
439,37.2006,-6.9332,0.03331418724870764,1875.0,1566.0,1450.0,1683.0,1990.0,2001.0,2197.0,1799.0,2214.0,883.0,22.0,2614.0,2247.0,7.6
440,42.2007,-0.2332,0.1626805588444234,1323.0,1263.0,1322.0,1768.0,1926.0,2229.0,2502.0,2455.0,2887.0,851.0,13.0,3878.0,2791.0,8.7
441,42.0007,-0.7499,0.1571025399811853,1459.0,1495.0,1636.0,2240.0,2362.0,2712.0,3058.0,3075.0,3587.0,1033.0,17.0,3870.0,2481.0,8.1
442,42.0007,-0.6832,0.13833128499248942,1649.0,1856.0,2194.0,3155.0,3326.0,3609.0,4020.0,4168.0,4655.0,1194.0,17.0,4660.0,2764.0,7.8
443,41.7507,-0.4165,0.1929003315779208,1345.0,1405.0,1557.0,2069.0,2018.0,2422.0,2831.0,3058.0,3205.0,829.0,13.0,3312.0,2073.0,8.4
444,38.037,-4.1042,0.12162723121627231,1681.0,1714.0,1808.0,2116.0,2264.0,2627.0,2944.0,2702.0,3204.0,1064.0,18.0,3322.0,2386.0,7.5
445,38.0356,-4.0576,0.12745778394633356,1760.0,1756.0,1776.0,1886.0,1704.0,2164.0,2487.0,2437.0,2600.0,945.0,15.0,2267.0,1804.0,8.5
446,38.0006,-3.7667,0.18044861064613324,1709.0,1720.0,1888.0,2448.0,2659.0,3240.0,3689.0,3526.0,3948.0,1304.0,20.0,4200.0,3160.0,7.9
447,37.9662,-3.9167,0.1842555618938962,1871.0,1778.0,1922.0,2145.0,2310.0,2792.0,3037.0,3114.0,3291.0,1075.0,17.0,3500.0,2527.0,7.6
448,37.7506,-3.8167,0.19513122860403195,1710.0,1800.0,1854.0,2116.0,2205.0,2622.0,2966.0,3142.0,3375.0,1337.0,20.0,4262.0,2982.0,7.5
449,37.6545,-3.0192,0.06093189964157706,1722.0,1697.0,1843.0,2227.0,2241.0,2355.0,2520.0,2516.0,2651.0,1032.0,17.0,3491.0,2841.0,8.1
450,43.1508,-5.0835,0.02135948414830736,7072.0,7185.0,6830.0,7285.0,7327.0,7490.0,7735.0,7603.0,7856.0,3461.0,65.0,5585.0,4082.0,6.4
451,43.1341,-5.0501,0.020862082961279324,6440.0,6148.0,5733.0,6031.0,6058.0,6320.0,6595.0,6288.0,6729.0,2737.0,32.0,3043.0,1598.0,5.4
452,42.7174,-5.1501,0.03636037972416264,5459.0,5078.0,4855.0,5380.0,5585.0,5936.0,6218.0,5786.0,6390.0,3748.0,167.0,5064.0,4078.0,4.8
453,42.6008,-5.2835,0.03648068669527897,6281.0,5775.0,5512.0,5837.0,5953.0,6234.0,6544.0,6279.0,6797.0,3885.0,144.0,4698.0,3738.0,6.4
454,42.3007,-5.6668,0.12077922077922078,1420.0,1294.0,1536.0,2031.0,2199.0,2488.0,2712.0,2589.0,2771.0,1121.0,19.0,3669.0,2912.0,4.8
455,43.1424,-5.0668,0.023413897280966767,6397.0,6240.0,6003.0,6465.0,6456.0,6740.0,6993.0,6775.0,7206.0,2934.0,42.0,4893.0,3705.0,5.7
456,42.8008,-5.6168,0.17249283667621776,1151.0,971.0,831.0,722.0,824.0,1179.0,1234.0,1023.0,1385.0,535.0,9.0,862.0,554.0,5.3
457,42.3841,-5.4335,0.19398496240601504,1381.0,1244.0,1423.0,1876.0,2230.0,2547.0,2906.0,2779.0,3232.0,1389.0,16.0,3625.0,2520.0,6.5
458,42.1174,-5.4335,0.14695077149155034,1409.0,1283.0,1579.0,2322.0,2527.0,3040.0,3311.0,3122.0,3340.0,1290.0,21.0,4144.0,3328.0,7.6
459,42.6674,0.9669,0.08416351769151495,5434.0,4125.0,3728.0,3999.0,5671.0,5526.0,5748.0,4734.0,5232.0,2015.0,10.0,273.0,175.0,5.7
460,42.4341,1.2169,0.10240963855421686,1182.0,788.0,477.0,298.0,272.0,390.0,429.0,366.0,413.0,290.0,11.0,65.0,30.0,5.8
461,41.9446,1.4664,0.13137557959814528,1221.0,848.0,511.0,281.0,286.0,372.0,412.0,366.0,356.0,270.0,8.0,109.0,63.0,5.9
462,41.6052,1.2975,0.17558254020347883,1588.0,1325.0,1163.0,1256.0,1472.0,1690.0,1803.0,1791.0,1917.0,812.0,19.0,2407.0,1774.0,6.3
463,41.5591,0.6002,0.1501240694789082,1639.0,1621.0,1789.0,2055.0,2002.0,2361.0,2693.0,2781.0,2883.0,696.0,15.0,3214.0,2297.0,8.4
464,40.8629,-3.9505,0.05952572995644459,2826.0,3107.0,2818.0,2915.0,2507.0,2902.0,2903.0,3284.0,2755.0,1568.0,15.0,400.0,212.0,4.9
465,40.5507,-3.6667,0.058229552339279705,1353.0,1391.0,1331.0,1399.0,1589.0,1839.0,2004.0,1572.0,2063.0,710.0,12.0,2144.0,1564.0,6.7
466,40.6174,-3.45,0.06663339156476167,1306.0,1163.0,1267.0,1870.0,1968.0,2129.0,2305.0,2137.0,2402.0,747.0,15.0,2897.0,2059.0,6.7
467,40.5674,-3.3,0.09485407066052227,1402.0,1334.0,1543.0,2357.0,2575.0,2791.0,2980.0,2851.0,3235.0,931.0,19.0,3918.0,2986.0,7.1
468,40.5174,-3.2667,0.1658327376697641,1576.0,1612.0,1802.0,2334.0,2543.0,2875.0,3233.0,3262.0,3460.0,1037.0,16.0,3637.0,2554.0,8.1
469,40.4007,-4.0334,0.17765253614310217,1358.0,1250.0,1279.0,1678.0,1950.0,2194.0,2473.0,2403.0,2852.0,896.0,13.0,2608.0,1417.0,6.5
470,40.3507,-3.6667,0.08229885057471265,1575.0,1774.0,1833.0,1996.0,2075.0,2338.0,2521.0,2354.0,2581.0,707.0,11.0,2538.0,1723.0,8.1
471,40.5007,-3.5834,0.13382810629638497,1704.0,1522.0,1552.0,1809.0,1880.0,2244.0,2384.0,2368.0,2618.0,757.0,15.0,2875.0,2096.0,6.6
472,40.4174,-3.5334,0.053143858283044576,1984.0,2060.0,2107.0,2432.0,2074.0,2284.0,2331.0,2705.0,2455.0,800.0,12.0,2714.0,2176.0,8.5
473,40.384,-3.3,0.1810810810810811,1318.0,1356.0,1472.0,2121.0,2273.0,2776.0,3108.0,3059.0,3491.0,1063.0,17.0,3378.0,2218.0,8.2
474,40.284,-4.2501,0.17902517902517903,1630.0,1355.0,1373.0,1777.0,1947.0,2316.0,2595.0,2552.0,2943.0,1057.0,21.0,3559.0,2317.0,6.2
475,40.3174,-4.0667,0.11813643926788686,1509.0,1405.0,1487.0,1855.0,1998.0,2191.0,2435.0,2352.0,2648.0,851.0,17.0,3634.0,2387.0,6.7
476,40.2007,-3.8833,0.10608148002361739,1656.0,1705.0,1792.0,2271.0,2165.0,2665.0,2880.0,2810.0,2975.0,894.0,13.0,3141.0,2606.0,5.6
477,40.3007,-3.6334,0.09206039941548953,1798.0,1884.0,2107.0,2796.0,2487.0,2923.0,3055.0,3363.0,3479.0,1005.0,15.0,4091.0,2926.0,7.4
478,40.284,-3.3667,0.19679037111334002,1360.0,1255.0,1355.0,2002.0,2277.0,2582.0,2907.0,2983.0,3397.0,1092.0,15.0,2854.0,1710.0,7.6
479,40.2507,-3.4,0.19041157847127996,1372.0,1208.0,1303.0,1790.0,1931.0,2322.0,2641.0,2632.0,2753.0,1010.0,19.0,3308.0,2534.0,7.9
480,40.1174,-3.5834,0.1495129182549767,1549.0,1537.0,1578.0,2008.0,2188.0,2483.0,2843.0,2714.0,3146.0,858.0,16.0,3823.0,2637.0,8.1
481,40.1007,-3.3,0.10286320254506894,2067.0,2448.0,2758.0,3384.0,3440.0,3795.0,4126.0,4160.0,4517.0,1212.0,17.0,4823.0,3092.0,7.5
482,37.0839,-4.6168,0.13738588287686485,1434.0,1376.0,1465.0,1937.0,2117.0,2321.0,2626.0,2554.0,2962.0,737.0,14.0,2863.0,1760.0,7.7
483,36.6887,-4.5695,0.12243878060969515,1516.0,1548.0,1540.0,1756.0,1837.0,2196.0,2338.0,2246.0,2477.0,1015.0,13.0,2752.0,2199.0,7.4
484,38.0173,-2.2833,0.1554734721289456,1470.0,1561.0,1788.0,2515.0,2738.0,2996.0,3311.0,3441.0,3760.0,1599.0,20.0,4233.0,2978.0,8.8
485,38.2673,-1.9666,0.1711134827463536,1490.0,1493.0,1810.0,2330.0,2585.0,3074.0,3403.0,3292.0,3605.0,1338.0,15.0,3816.0,2778.0,7.8
486,38.084,-1.5666,0.16097952629466078,1732.0,1555.0,1633.0,2090.0,2318.0,2783.0,2958.0,2892.0,3195.0,884.0,19.0,3542.0,2614.0,7.9
487,37.982,-2.1119,0.1187156738487537,1731.0,1861.0,2229.0,3129.0,3276.0,3560.0,3937.0,3972.0,4261.0,1879.0,21.0,5111.0,3641.0,8.0
488,37.9131,-1.9091,0.07940298507462687,2194.0,2210.0,2550.0,3084.0,3339.0,3551.0,3762.0,3616.0,3965.0,1601.0,20.0,4897.0,4116.0,7.9
489,37.9673,-1.4166,0.08174740484429066,1904.0,1778.0,1821.0,2123.0,2210.0,2413.0,2552.0,2501.0,2709.0,717.0,18.0,3256.0,2490.0,8.2
490,37.934,-1.3666,0.17731541152642238,1752.0,1663.0,1751.0,2234.0,2345.0,2880.0,3160.0,3197.0,3299.0,1014.0,12.0,3374.0,2560.0,8.2
491,37.7673,-1.8166,0.0886151105833457,1820.0,2416.0,2522.0,3070.0,3000.0,3240.0,3491.0,3667.0,3791.0,1144.0,16.0,4532.0,3543.0,8.3
492,37.7173,-1.6999,0.13885180240320427,1998.0,1712.0,1712.0,1935.0,2658.0,2763.0,3143.0,2559.0,3283.0,992.0,16.0,3935.0,2975.0,7.8
493,37.7006,-1.5333,0.06912196423805711,1771.0,1515.0,1514.0,1744.0,1764.0,1996.0,2140.0,2003.0,2204.0,789.0,14.0,2311.0,1850.0,8.0
494,37.4839,-1.6249,0.15123809523809523,1637.0,1303.0,1097.0,1114.0,1177.0,1395.0,1539.0,1511.0,1652.0,559.0,6.0,1899.0,1251.0,8.1
495,37.7692,-1.0735,0.18443997317236754,1786.0,1813.0,2129.0,2432.0,2420.0,3259.0,3630.0,3532.0,3829.0,1047.0,16.0,3308.0,2518.0,7.8
496,37.834,-0.9332,0.03686635944700461,2179.0,1932.0,1721.0,1881.0,1958.0,2213.0,2316.0,2025.0,2389.0,844.0,12.0,1584.0,937.0,8.1
497,37.6673,-1.7999,0.0916030534351145,1436.0,1824.0,1885.0,2142.0,1976.0,2183.0,2345.0,2574.0,2516.0,877.0,12.0,2425.0,1905.0,8.2
498,37.6006,-1.7666,0.08583391486392185,2037.0,1807.0,1800.0,1965.0,2157.0,2403.0,2578.0,2334.0,2622.0,808.0,17.0,2572.0,2048.0,8.3
499,37.6403,-1.7699,0.17073170731707318,1466.0,1398.0,1375.0,1428.0,1557.0,1999.0,2123.0,2016.0,2241.0,643.0,16.0,2272.0,1582.0,8.1
500,37.6506,-1.1832,0.09069212410501193,1621.0,1476.0,1483.0,1905.0,2024.0,2353.0,2466.0,2285.0,2607.0,749.0,11.0,2813.0,2282.0,8.4
501,37.6645,-1.0749,0.16341895482728078,1493.0,1368.0,1403.0,1889.0,1804.0,2417.0,2682.0,2627.0,2867.0,781.0,17.0,2487.0,1917.0,8.3
502,38.0006,-2.0666,0.15380811078140455,1372.0,1190.0,1251.0,1711.0,1973.0,2129.0,2348.0,2333.0,2720.0,1276.0,18.0,3492.0,2375.0,8.0
503,42.3299,-1.4944,0.17454160789844853,1471.0,1490.0,1674.0,2341.0,2620.0,2914.0,3199.0,3331.0,3775.0,1193.0,14.0,4240.0,2699.0,8.1
504,42.0674,-2.35,0.195134849286092,1323.0,1429.0,1475.0,1522.0,1643.0,2196.0,2426.0,2260.0,2594.0,1007.0,12.0,2187.0,1533.0,7.9
505,42.4077,-2.0333,0.0874495483374976,1686.0,1636.0,1842.0,2374.0,2518.0,2697.0,2886.0,2829.0,3089.0,909.0,18.0,3797.0,3188.0,7.7
506,42.2507,-1.4999,0.18586723768736615,1684.0,1487.0,1598.0,1901.0,2143.0,2469.0,2750.0,2769.0,3039.0,1065.0,15.0,3494.0,2304.0,7.3
507,42.3874,-1.7958,0.13045496750232127,1675.0,1474.0,1584.0,1873.0,2060.0,2217.0,2508.0,2435.0,2620.0,825.0,15.0,3656.0,3150.0,7.4
508,42.8674,-2.2,0.12301804264625478,2419.0,2121.0,2180.0,2406.0,2891.0,3133.0,3302.0,3081.0,3381.0,1797.0,23.0,3574.0,2895.0,6.5
509,42.7841,-1.6333,0.06314839873703203,1916.0,1956.0,1907.0,2077.0,2124.0,2422.0,2552.0,2357.0,2611.0,1206.0,15.0,2433.0,2045.0,6.9
510,42.2841,-7.8169,0.13553398058252428,1796.0,1188.0,1100.0,1113.0,1758.0,2028.0,2081.0,1462.0,2270.0,954.0,14.0,3308.0,3448.0,4.7
511,42.6341,-4.7668,0.18718017775383786,1213.0,1160.0,1179.0,1509.0,1635.0,1977.0,2279.0,2204.0,2589.0,1079.0,27.0,3287.0,2323.0,5.3
512,42.5674,-4.7501,0.16030534351145037,1365.0,1327.0,1426.0,1815.0,2005.0,2212.0,2426.0,2508.0,2769.0,1080.0,29.0,3604.0,2389.0,5.8
513,42.5508,-4.7334,0.12920875420875422,1454.0,1348.0,1636.0,2069.0,2289.0,2557.0,2808.0,2683.0,2999.0,1134.0,31.0,3885.0,2929.0,4.8
514,42.5174,-4.5668,0.19009100101112233,1346.0,1381.0,1617.0,2403.0,2710.0,3037.0,3441.0,3531.0,3931.0,1436.0,44.0,4201.0,2590.0,6.0
515,42.1507,-4.7834,0.13993631640690465,1584.0,1556.0,2103.0,2566.0,2953.0,3404.0,3708.0,3401.0,3783.0,1326.0,20.0,4704.0,3674.0,6.9
516,42.067,-4.7168,0.0927012438394743,1321.0,1326.0,1588.0,1933.0,2108.0,2290.0,2490.0,2328.0,2606.0,993.0,15.0,3177.0,2207.0,7.5
517,42.5007,-8.767000000000001,0.11316484345529988,1410.0,1511.0,1572.0,2351.0,1874.0,2327.0,2569.0,2951.0,2687.0,953.0,13.0,3178.0,2599.0,5.6
518,41.1007,-5.2168,0.16815144766146994,1520.0,1324.0,1300.0,1494.0,1608.0,1797.0,1979.0,2098.0,2170.0,978.0,17.0,2851.0,2272.0,7.9
519,40.934,-5.8835,0.10310965630114566,1377.0,1162.0,1241.0,1644.0,1827.0,1998.0,2154.0,2022.0,2358.0,855.0,17.0,3308.0,2690.0,6.5
520,40.934,-5.3501,0.14799357945425362,1652.0,1878.0,2172.0,2654.0,2588.0,3124.0,3545.0,3576.0,3802.0,937.0,14.0,3830.0,2800.0,5.1
521,40.9007,-5.2668,0.14394366197183098,1894.0,1967.0,2295.0,3039.0,3272.0,3676.0,4066.0,4061.0,4441.0,1338.0,20.0,5318.0,4279.0,7.2
522,40.684,-6.1835,0.1561832813269831,1469.0,1544.0,1794.0,2569.0,2697.0,3065.0,3418.0,3520.0,3813.0,1123.0,17.0,3874.0,2570.0,5.2
523,40.7007,-6.1168,0.17133706965572457,1414.0,1374.0,1503.0,2070.0,2350.0,2678.0,3001.0,2926.0,3371.0,990.0,16.0,3998.0,2684.0,5.4
524,40.7674,-5.3668,0.11468005018820578,1552.0,1444.0,1448.0,1764.0,1910.0,2084.0,2323.0,2221.0,2544.0,834.0,17.0,3596.0,2652.0,5.6
525,40.6507,-6.1835,0.12225190055475653,1460.0,1415.0,1644.0,2136.0,2294.0,2580.0,2838.0,2731.0,3085.0,950.0,17.0,4005.0,3122.0,5.1
526,40.9007,-5.2168,0.09800362976406533,1419.0,1146.0,950.0,994.0,1025.0,1092.0,1201.0,1210.0,1321.0,698.0,22.0,2097.0,1481.0,7.0
527,41.083999999999996,-5.5668,0.16515912897822446,1519.0,1577.0,1767.0,2492.0,2730.0,3048.0,3426.0,3478.0,3908.0,1179.0,16.0,4221.0,2635.0,7.1
528,41.083999999999996,-5.2335,0.19168831168831169,1529.0,1409.0,1336.0,1556.0,1522.0,1899.0,2058.0,2294.0,2199.0,990.0,21.0,2781.0,2217.0,7.9
529,41.1507,-5.5168,0.11923631123919308,1405.0,1369.0,1650.0,2445.0,2453.0,2926.0,3095.0,3107.0,3307.0,977.0,19.0,3853.0,2803.0,5.2
530,41.3841,-4.3001,0.1494941925814912,1495.0,1278.0,1078.0,1135.0,1059.0,1174.0,1273.0,1534.0,1444.0,709.0,14.0,1995.0,1515.0,7.2
531,41.3674,-3.3333,0.1936319881525361,1445.0,1280.0,1394.0,2178.0,2641.0,3176.0,3391.0,3224.0,3631.0,1504.0,17.0,4195.0,3192.0,7.4
532,37.4173,-5.9168,0.1746274359954146,1450.0,1098.0,946.0,1080.0,1268.0,1430.0,1609.0,1537.0,1809.0,889.0,12.0,3010.0,2379.0,6.3
533,37.4839,-5.4835,0.14909726266744322,1480.0,1235.0,1274.0,1461.0,1594.0,1898.0,2064.0,1973.0,2039.0,959.0,12.0,3059.0,2371.0,7.6
534,37.4839,-5.3668,0.11784720074234457,1446.0,1274.0,1185.0,1426.0,1489.0,1663.0,1792.0,1807.0,1913.0,897.0,12.0,2679.0,2350.0,6.4
535,37.3506,-5.3668,0.1263318112633181,1531.0,1311.0,1230.0,1435.0,1562.0,1755.0,1890.0,1850.0,2064.0,956.0,20.0,2808.0,2415.0,7.5
536,41.7007,-2.5333,0.1569989579715179,1210.0,1170.0,1403.0,2427.0,2644.0,3163.0,3337.0,3331.0,3596.0,1298.0,17.0,4146.0,3153.0,6.1
537,41.38399999999999,1.2502,0.022408963585434174,1259.0,901.0,550.0,349.0,330.0,374.0,399.0,365.0,380.0,114.0,10.0,148.0,63.0,8.1
538,40.7785,0.6849,0.09086407526615499,1846.0,1685.0,1585.0,1836.0,1908.0,2076.0,2290.0,2203.0,2453.0,585.0,14.0,2790.0,1965.0,7.8
539,40.7174,0.8335,0.14007447722715555,1755.0,1503.0,1422.0,1501.0,1633.0,1917.0,2136.0,1990.0,2322.0,531.0,13.0,2190.0,1355.0,8.2
540,40.7007,0.6835,0.054001301236174366,1763.0,1518.0,1374.0,1454.0,1505.0,1595.0,1725.0,1620.0,1845.0,435.0,17.0,1881.0,1243.0,7.9
541,40.7007,0.7169,0.13873295910184444,1734.0,1394.0,1144.0,1074.0,1340.0,1748.0,1848.0,1420.0,2110.0,518.0,15.0,1843.0,1332.0,7.9
542,41.3904,1.1847,0.10157858613589568,1823.0,1790.0,1914.0,2618.0,2827.0,3140.0,3409.0,3210.0,3704.0,860.0,16.0,4253.0,3601.0,8.2
543,40.884,-0.5499,0.15798536375376668,1662.0,1468.0,1494.0,1956.0,2141.0,2458.0,2702.0,2690.0,2993.0,972.0,22.0,3583.0,2777.0,7.9
544,40.7674,-0.0665,0.12579453067257945,2393.0,3176.0,3033.0,2957.0,2989.0,3409.0,3519.0,3808.0,3675.0,927.0,13.0,3441.0,2246.0,8.1
545,40.5174,-1.3332,0.15566199110502907,1517.0,1447.0,1676.0,2468.0,2778.0,3051.0,3391.0,3378.0,3789.0,1477.0,21.0,4311.0,2981.0,6.5
546,40.584,-1.3666,0.1371208885091841,1568.0,1504.0,1692.0,2020.0,2084.0,2395.0,2634.0,2662.0,2845.0,1257.0,19.0,3725.0,2792.0,6.5
547,40.6507,-0.8666,0.13210526315789473,1591.0,1316.0,1342.0,1649.0,2004.0,2358.0,2530.0,2151.0,2604.0,835.0,22.0,3024.0,2394.0,8.1
548,40.5507,-0.7832,0.1363260809694299,1362.0,1135.0,1190.0,1568.0,1575.0,1773.0,1887.0,2063.0,2000.0,831.0,16.0,2787.0,2169.0,7.0
549,40.8015,-0.7765,0.11326967402041488,1559.0,2109.0,2262.0,2693.0,2286.0,2656.0,2729.0,3381.0,3014.0,733.0,17.0,3016.0,2167.0,7.1
550,40.0674,-3.85,0.174507740868781,1558.0,1590.0,1830.0,2746.0,3072.0,3452.0,3912.0,3907.0,4457.0,1149.0,14.0,3633.0,1973.0,8.0
551,40.034,-3.8334,0.06446219580159762,1824.0,1939.0,2097.0,2518.0,2624.0,2929.0,3139.0,2865.0,3227.0,898.0,18.0,3681.0,2802.0,8.0
552,40.0507,-3.8,0.07146845337800112,1490.0,1376.0,1426.0,1663.0,1700.0,1781.0,1950.0,1919.0,2070.0,608.0,15.0,3212.0,2586.0,7.8
553,40.0174,-3.8,0.15827166388159467,1579.0,1562.0,1580.0,1763.0,1861.0,2185.0,2424.0,2426.0,2702.0,749.0,14.0,3075.0,2070.0,7.8
554,39.9001,-4.0835,0.13315789473684211,1365.0,1230.0,1264.0,1647.0,1770.0,1952.0,2155.0,2153.0,2434.0,801.0,13.0,2979.0,1798.0,7.9
555,39.884,-4.0167,0.11650008192692118,1623.0,1692.0,1972.0,2696.0,2869.0,3129.0,3459.0,3407.0,3788.0,1134.0,16.0,4360.0,2766.0,8.2
556,39.984,-3.5667,0.1382451654147355,1538.0,1767.0,1986.0,2696.0,2607.0,2973.0,3341.0,3561.0,3729.0,1131.0,15.0,4038.0,2575.0,8.6
557,39.8507,-3.6334,0.08902496467263307,1753.0,1783.0,2108.0,2901.0,3032.0,3275.0,3569.0,3468.0,3813.0,1167.0,18.0,4609.0,3316.0,7.8
558,39.9507,-3.4667,0.08601070950468541,1612.0,1732.0,2029.0,2731.0,2844.0,3054.0,3282.0,3245.0,3552.0,1082.0,21.0,4337.0,3515.0,7.6
559,39.934,-3.3167,0.19765166340508805,1438.0,1453.0,1580.0,2255.0,2538.0,2841.0,3254.0,3366.0,3903.0,1267.0,18.0,3141.0,1704.0,7.7
560,39.884,-3.4834,0.11722578213343385,1857.0,1772.0,1922.0,2342.0,2336.0,2502.0,2742.0,2964.0,2914.0,901.0,20.0,3392.0,2762.0,7.8
561,39.8173,-3.55,0.06543544021652603,1794.0,1757.0,2088.0,2935.0,2997.0,3218.0,3457.0,3346.0,3649.0,1057.0,20.0,4643.0,3465.0,8.4
562,39.7673,-3.7167,0.15805753170429943,1268.0,1114.0,1157.0,1361.0,1478.0,1747.0,1917.0,1872.0,2127.0,708.0,15.0,2970.0,2082.0,7.2
563,39.7007,-3.7334,0.12700670595407437,1445.0,1440.0,1634.0,2148.0,2295.0,2622.0,2840.0,2773.0,2908.0,980.0,14.0,3044.0,2247.0,7.7
564,39.784,-3.3667,0.14881170018281537,1743.0,1747.0,1866.0,2328.0,2266.0,2745.0,3118.0,3142.0,3392.0,1215.0,18.0,4002.0,2814.0,8.6
565,39.734,-3.25,0.17596859532343403,1589.0,1485.0,1741.0,2414.0,2710.0,3245.0,3560.0,3445.0,3843.0,1294.0,22.0,4172.0,3287.0,7.9
566,39.6673,-3.4167,0.11338697878566203,2174.0,2038.0,2460.0,3636.0,3774.0,4282.0,4608.0,4566.0,4762.0,1646.0,22.0,4579.0,3603.0,7.6
567,39.784,-3.1167,0.16340656033704484,1715.0,1810.0,2181.0,2780.0,3038.0,3626.0,3903.0,3866.0,4233.0,1355.0,20.0,4629.0,3586.0,7.9
